key,question,options,num options,question type,factual,Wave,Personal and social identity,Science and technology,National / political issues,Coded?
BIOTECHE_W34,"Do you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be","['An appropriate use of technology', 'Taking technology too far', 'Refused']",3,bi-statement,FALSE,W34,0,1,0,L
RQ2_F1C_W42,"How much, if anything, do you know about what nutrition research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']",4,multi-tier,FALSE,W42,0,1,0,L
SNGLPYER_W92,Should health insurance,"['Be provided through a single national health insurance system run by the government', 'Continue to be provided through a mix of private insurance companies and government programs', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
GAP21Q2_W82,"When children today in the US grow up, do you think they will be","['Better off financially than their parents', 'Worse off financially than their parents', 'Refused']",3,bi-polarity,FALSE,W82,1,0,0,L
PAR2CHILD_W92,Children with two parents are,"['Better off when a parent stays home to focus on the family', 'Just as well off when their parents work outside the home', 'Refused']",3,bi-statement,FALSE,W92,1,0,0,L
ELDCARE_W41,"Thinking ahead 30 years from now, which do you think is more likely to happen? Adults ages 65 and older will be","['better prepared financially for retirement than older adults are today', 'less prepared financially for retirement than older adults today', 'Refused']",3,bi-polarity,FALSE,W41,1,0,0,L
GOVREGV2_W49,Which of the following do you think would be a more effective way to safeguard people's personal information?,"['Better tools for allowing people to control their personal information themselves', ""Stronger laws governing what companies can and cannot do with people's personal information"", 'Refused']",3,bi-statement,FALSE,W49,0,0,1,L
ROBJOB5D_W27,Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper,"['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']",5,scale-opinion,FALSE,W27,0,1,0,L
USMILSIZ_W92,"Thinking about the size of America's military, do you think it should be","['Reduced a great deal', 'Reduced somewhat', 'Kept about as is', 'Increased somewhat', 'Increased a great deal', 'Refused']",6,scale-opinion,FALSE,W92,0,0,1,L
PQ2_F2A_W42,"How much, if anything, do you know about what medical doctors do?","['A lot', 'A little', 'Nothing at all', 'Refused']",4,multi-tier,FALSE,W42,0,1,0,L
GAP21Q42_W82,"Thinking about our economic and trade policy toward China, which is more important?","['Building a strong relationship with China on economic issues', 'Getting tougher with China on economic issues', 'Refused']",3,bi-statement,FALSE,W82,0,0,1,L
BUSPROFIT_W92,Please choose the statement that comes closer to your own views.,"['Business corporations make too much profit', 'Most corporations make a fair and reasonable amount of profit', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
HAPPENiF2_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Children will have a better/worse standard of living","['Children will have a better standard of living', 'Children will have a worse standard of living', 'Refused']",3,bi-polarity,FALSE,W41,1,0,0,L
PQ2_F2B_W42,"How much, if anything, do you know about what environmental health specialists do?","['A lot', 'A little', 'Nothing at all', 'Refused']",4,multi-tier,FALSE,W42,0,1,0,L
GAP21Q13_b_W82,"Thinking about the US, how much would you say the healthcare system needs to be changed, if at all?","['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', ""It doesn't need to be changed"", 'Refused']",5,scale-opinion,FALSE,W82,0,0,1,L
FAMSURV8_W50,Which statement comes closer to your view?,"['Couples who are married do a better job raising children than couples who are living together but are not married', 'Couples who are living together but are not married can raise children just as well as married couples', 'Refused']",3,bi-statement,FALSE,W50,1,0,0,L
FCFAIR_W45,Different organizations and news outlets have taken on fact-checking efforts. Do you think that those who do the fact-checking,"['Deal fairly with all sides', 'Tend to favor one side', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
WATCHDOG_3_W45,"In presenting the news dealing with political and social issues, do you think that news organizations","['Deal fairly with all sides', 'Tend to favor one side', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
LEGALIMMIGAMT_W92,Do you think the number of legal immigrants the U.S. admits should,"['Increase a lot', 'Increase a little', 'Stay about the same', 'Decrease a little', 'Decrease a lot', 'Refused']",6,scale-opinion,FALSE,W92,0,0,1,L
RACESURV5a_W43,"Overall, how does being white affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5b_W43,"Overall, how does being black affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5c_W43,"Overall, how does being Hispanic affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5d_W43,"Overall, how does being Asian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
MESUM1_FA_W29,"How well, if at all, do the following words or phrases describe you? Honor and duty are my core values","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM1_FB_W29,"How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
PQ2_F2C_W42,"How much, if anything, do you know about what dietitians do?","['A lot', 'A little', 'Nothing at all', 'Refused']",4,multi-tier,FALSE,W42,0,1,0,L
MESUM1_FC_W29,"How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM1_FD_W29,"How well, if at all, do the following words or phrases describe you? Blue collar","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM1_FE_W29,"How well, if at all, do the following words or phrases describe you? Focused on my professional life and career","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM1_FF_W29,"How well, if at all, do the following words or phrases describe you? Interested in visiting other countries","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM2_FA_W29,"How well, if at all, do the following words or phrases describe you? Environmentalist","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM2_FB_W29,"How well, if at all, do the following words or phrases describe you? Have traditional values","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM2_FC_W29,"How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM2_FD_W29,"How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM2_FE_W29,"How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
MESUM2_FF_W29,"How well, if at all, do the following words or phrases describe you? Consider myself a feminist","['Describes me well', 'Does not describe me well', 'Refused']",3,bi-statement,FALSE,W29,1,0,0,L
Q6F1_W42,"When you hear that scientific research findings have been reviewed by an independent committee, does this make you","['Trust the research findings more', 'Trust the research findings less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q7F1_W42,"When you hear that data used in scientific research is being made openly available to the public, does this make you","['Trust the research findings more', 'Trust the research findings less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q8F1_W42,"When you hear about scientific research that has been funded by the federal government, does this make you","['Trust the research findings more', 'Trust the research findings less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q9F1_W42,"When you hear about scientific research that has been funded by an industry group, does this make you","['Trust the research findings more', 'Trust the research findings less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q6F2_W42,"When you hear that a science practitioner's recommendation is based on a review from an independent committee, does this make you","['Trust the recommendation more', 'Trust the recommendation less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q7F2_W42,"When you hear that a science practitioner is open to getting a second opinion on their recommendation, does this make you","['Trust the recommendation more', 'Trust the recommendation less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q8F2_W42,"When you hear that a science practitioner has received financial incentives from the federal government related to their work, does this make you","['Trust the recommendation more', 'Trust the recommendation less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
Q9F2_W42,"When you hear that a science practitioner has received financial incentives from an industry group related to their work, does this make you","['Trust the recommendation more', 'Trust the recommendation less', 'Makes no difference either way', 'Refused']",4,multi-goldilocks,FALSE,W42,0,1,0,L
SCM5e_W42,"In general, would you say the following statements describes most research scientists well? Don't pay attention to the moral values of society","['Describes research scientists well', 'Does not describe research scientists well', 'Refused']",3,bi-polarity,FALSE,W42,0,1,0,L
SCM5f_W42,"In general, would you say the following statements describes most research scientists well? Honest","['Describes research scientists well', 'Does not describe research scientists well', 'Refused']",3,bi-polarity,FALSE,W42,0,1,0,L
SCM5g_W42,"In general, would you say the following statements describes most research scientists well? Skilled at working in teams","['Describes research scientists well', 'Does not describe research scientists well', 'Refused']",3,bi-polarity,FALSE,W42,0,1,0,L
SCM5h_W42,"In general, would you say the following statements describes most research scientists well? Cold","['Describes research scientists well', 'Does not describe research scientists well', 'Refused']",3,bi-polarity,FALSE,W42,0,1,0,L
SCM5i_W42,"In general, would you say the following statements describes most research scientists well? Socially awkward","['Describes research scientists well', 'Does not describe research scientists well', 'Refused']",3,bi-polarity,FALSE,W42,0,1,0,L
SCM5j_W42,"In general, would you say the following statements describes most research scientists well? Feel superior to others","['Describes research scientists well', 'Does not describe research scientists well', 'Refused']",3,bi-polarity,FALSE,W42,0,1,0,L
PUBLICDATA_W49,Today a wide range of information about people is searchable online. Do you think it is more important for people to have the ability to,"['Discover potentially useful information about others', 'Keep things about themselves that might be potentially damaging from being searchable online', 'Refused']",3,bi-statement,FALSE,W49,0,0,1,L
SCI1_W34,"Overall, do you think science has made life easier or more difficult for most people?","['Easier', 'More difficult', 'Refused']",3,bi-polarity,FALSE,W34,0,1,0,L
RACESURV5e_W43,"Overall, how does being Native American affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5f_W43,"Overall, how does being Jewish affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5g_W43,"Overall, how does being Muslim affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5h_W43,"Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5i_W43,"Overall, how does being a man affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5j_W43,"Overall, how does being a woman affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV5k_W43,"Overall, how does being poor affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV3_W43,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities makes it","[""Easier for policymakers to solve the country's problems"", ""Harder for policymakers to solve the country's problems"", ""Doesn't make much difference"", 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV4_W43,"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has","[""A positive impact on the country's culture"", ""A negative impact on the country's culture"", ""Doesn't make much difference"", 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV5l_W43,"Overall, how does being wealthy affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
ECON5_a_W54,Do you think the country's current economic conditions are helping or hurting you and your family?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_b_W54,Do you think the country's current economic conditions are helping or hurting people who are wealthy?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_c_W54,Do you think the country's current economic conditions are helping or hurting the middle class?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_d_W54,Do you think the country's current economic conditions are helping or hurting people who are poor?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_e_W54,Do you think the country's current economic conditions are helping or hurting older adults?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_f_W54,Do you think the country's current economic conditions are helping or hurting young adults?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_g_W54,Do you think the country's current economic conditions are helping or hurting people who are white?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_h_W54,Do you think the country's current economic conditions are helping or hurting people who are black?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_i_W54,Do you think the country's current economic conditions are helping or hurting people who are Hispanic?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
ECON5_j_W54,Do you think the country's current economic conditions are helping or hurting people without college degrees?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
RACESURV11_W43,Do you think race relations in the United States are,"['Getting better', 'Getting worse', 'Staying about the same', 'Refused']",4,multi-goldilocks,FALSE,W43,1,0,0,L
RACESURV12_W43,"When it comes to giving black people equal rights with whites, do you think our country has","['Gone too far', 'Not gone far enough', 'Been about right', 'Refused']",4,multi-goldilocks,FALSE,W43,1,0,0,L
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",5,multi-statement,FALSE,W43,1,0,0,L
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",4,multi-goldilocks,FALSE,W43,1,0,0,L
NOWSMK_NHIS_W29,Do you now smoke cigarettes,"['Every day', 'Some days', 'Not at all', 'Refused']",4,scale-freq,FALSE,W29,1,0,0,L
ECON5_k_W54,Do you think the country's current economic conditions are helping or hurting people with college degrees?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']",6,scale-opinion,FALSE,W54,1,0,0,L
RACESURV34a_W43,"Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV34b_W43,"Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV34c_W43,"Overall, how much has your family's financial situation when you were growing up helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV34d_W43,"Overall, how much has how hard you've worked helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV19b_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV19d_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of good role models","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV19f_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Family instability","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W43,1,0,0,L
RACESURV34e_W43,"Overall, how much has the people you know helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
ROBJOB2_W27,"Based on what you know, does the idea of robots and computers being able to do most of the jobs currently done by humans in the future seem","['Extremely realistic', 'Somewhat realistic', 'Not very realistic', 'Not at all realistic', 'Refused']",5,scale-opinion,FALSE,W27,0,1,0,L
ELDFINANCEF1_W41,Who do you think will be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']",4,multi-choice,FALSE,W41,1,0,0,L
ELDFINANCEF2_W41,Who do you think should be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']",4,multi-choice,FALSE,W41,1,0,0,L
SCI5_W34,"All in all, do you favor or oppose the use of animals in scientific research?","['Favor', 'Oppose', 'Refused']",3,bi-polarity,FALSE,W34,0,1,0,L
GLBLZE_W92,"All in all, would you say that the U.S. has","['Gained more than it has lost from increased trade', 'Lost more than it has gained from increased trade', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
ORIENTATIONMOD_W50,Do you think of yourself as,"['Gay or lesbian', 'Straight, that is, not gay or lesbian', 'Bisexual', 'Something else', ""I don't know the answer"", 'Refused']",6,multi-choice,FALSE,W50,1,0,0,L
INEQ9_W54,"In order to address economic inequality in this country, do you think it would be better for the government to","['Give direct assistance to people who are poor in the form of cash payments or tax credits', 'Invest in education and job training programs for people who are poor', 'Refused']",3,bi-statement,FALSE,W54,0,0,1,L
MASC2AF1_W29,Do you think it's a good thing or a bad thing that most people in our society look up to men who are manly or masculine?,"['Good thing', 'Bad thing', 'Refused']",3,bi-polarity,FALSE,W29,1,0,0,L
MASC2BF1_W29,Do you think it's a good thing or a bad thing that most people in our society look down on men who are manly or masculine?,"['Good thing', 'Bad thing', 'Refused']",3,bi-polarity,FALSE,W29,1,0,0,L
FEM2AF2_W29,Do you think it's a good thing or a bad thing that most people in our society look up to women who are womanly or feminine?,"['Good thing', 'Bad thing', 'Refused']",3,bi-polarity,FALSE,W29,1,0,0,L
GAP21Q46_W82,Do you think it's good or bad for US colleges and universities to accept international students?,"['Good', 'Bad', 'Refused']",3,bi-polarity,FALSE,W82,0,0,1,L
GOVAID_W92,Please choose the statement that comes closer to your own views.,"['Government aid to the poor does more harm than good, by making people too dependent on government assistance', ""Government aid to the poor does more good than harm, because people can't get out of poverty until their basic needs are"", 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
SCI3A_W34,"In your opinion, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']",3,bi-statement,FALSE,W34,0,1,0,L
SCI3B_W34,"In your opinion, do you think government investments in engineering and technology usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']",3,bi-statement,FALSE,W34,0,1,0,L
SCI3C_W34,"In your opinion, do you think government investments in medical research usually pay off in the long run, or are they not worth it?","['Government investments usually pay off in the long run', ""Government investments aren't worth it"", 'Refused']",3,bi-statement,FALSE,W34,0,1,0,L
GOVWASTE_W92,Please choose the statement that comes closer to your own views.,"['Government is almost always wasteful and inefficient', 'Government often does a better job than people give it credit for', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
GOVT_ROLE_W32,Which statement comes closer to your own views?,"['Government should do more to solve problems', 'Government is doing too many things better left to businesses and individuals', 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
WRKTRN1F1_W41,"Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']",5,multi-choice,FALSE,W41,0,0,1,L
WRKTRN1F2_W41,"Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']",5,multi-choice,FALSE,W41,0,0,1,L
HAPPENb_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Health care will be more/less affordable","['Health care will be more affordable', 'Health care will be less affordable', 'Refused']",3,bi-polarity,FALSE,W41,0,0,1,L
GUNRESPNOKIDSA_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPNOKIDSB_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPNOKIDSC_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
RACESURV51_W43,"Thinking about the community where you live, do you wish your community was","['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']",4,multi-goldilocks,FALSE,W43,1,0,0,L
GUNRESPNOKIDSG_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep their shooting skills up-to-date,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSA_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns in a locked place","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSB_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns unloaded","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSC_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Take gun safety courses","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSF_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Store guns and ammunition separately","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSG_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep their shooting skills up-to-date","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
GUNRESPKIDSH_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Talk to their children about gun safety","['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']",5,scale-opinion,FALSE,W26,0,0,1,L
ROBWRK_W41,"Overall, how likely do you think it is that 30 years from now robots and computers will do much of the work currently done by humans? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']",5,scale-opinion,FALSE,W41,0,1,0,L
AUTOLKLY_W41,"Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']",5,scale-opinion,FALSE,W41,0,1,0,L
HOOD_NHISA_W29,How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood,"['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']",5,scale-opinion,FALSE,W29,1,0,0,L
HOOD_NHISB_W29,How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted,"['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']",5,scale-opinion,FALSE,W29,1,0,0,L
