,key,num options,orig alpha,reversed alpha
37,FAMSURV2Wc_W50,3,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is hainvg celdrhin in oedrr for a waomn to live a flliufilng life?
A. Essential
B. Important, but not essential
C. Not important"
38,FAMSURV2Wd_W50,3,"In general, how important, if at all, is having a job or career they enjoy in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is hvaing a job or creear they eojny in order for a waomn to live a ffnulillig life?
A. Essential
B. Important, but not essential
C. Not important"
39,FAMSURV2We_W50,3,"In general, how important, if at all, is having a lot of money in order for a woman to live a fulfilling life?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is haivng a lot of meony in order for a wmoan to live a fllifinulg life?
A. Essential
B. Important, but not essential
C. Not important"
40,FAMSURV7_W50,3,"Compared with couples who don't live together before marriage, do you think couples who do live together before marriage have a
A. Better chance of having a successful marriage
B. Worse chance of having a successful marriage
C. Doesn't make much difference","Cpoarmed with cepluos who don't live toegtehr brfeoe marriage, do you tnhik cpuleos who do live ttgeeohr boefre maraigre have a
A. Better chance of having a successful marriage
B. Worse chance of having a successful marriage
C. Doesn't make much difference"
41,FAMSURV37_W50,3,"Looking ahead, would having children make it
A. Easier to advance in your job or career
B. Harder to advance in your job or career
C. Would not make a difference","Liknoog ahead, wuold hanvig cdrhilen make it
A. Easier to advance in your job or career
B. Harder to advance in your job or career
C. Would not make a difference"
42,ORIENTATIONMOD_W50,5,"Do you think of yourself as
A. Gay or lesbian
B. Straight, that is, not gay or lesbian
C. Bisexual
D. Something else
E. I don't know the answer","Do you tihnk of yruoelsf as
A. Gay or lesbian
B. Straight, that is, not gay or lesbian
C. Bisexual
D. Something else
E. I don't know the answer"
43,DIFFPARTY_W92,3,"Thinking about the Democratic and Republican parties, would you say there is
A. A great deal of difference in what they stand for
B. A fair amount of difference in what they stand for
C. Hardly any difference at all in what they stand for","Tnknihig auobt the Drmcaioetc and Rliacuepbn parties, wuold you say trehe is
A. A great deal of difference in what they stand for
B. A fair amount of difference in what they stand for
C. Hardly any difference at all in what they stand for"
44,USEXCEPT_W92,3,"Which of these statements best describes your opinion about the United States?
A. The U.S. stands above all other countries in the world
B. The U.S. is one of the greatest countries in the world, along with some others
C. There are other countries that are better than the U.S.","Wihch of these senmaettts best dibsreecs your opiinon abuot the Ueitnd States?
A. The U.S. stands above all other countries in the world
B. The U.S. is one of the greatest countries in the world, along with some others
C. There are other countries that are better than the U.S."
45,POORASSIST_W92,3,"Thinking about assistance the government provides to people in need, do you think the government
A. Should provide more assistance
B. Should provide less assistance
C. Is providing about the right amount of assistance","Thiinkng aoubt aicntsasse the gevmenornt peiordvs to ppeloe in need, do you tnhik the geeromvnnt
A. Should provide more assistance
B. Should provide less assistance
C. Is providing about the right amount of assistance"
46,PAR2CHILDa_W92,3,"If one parent is able to stay home to focus on the family, is it generally better if that parent is the
A. Mother
B. Father
C. It doesn't matter which parent stays home","If one parent is able to stay home to fcous on the family, is it geenrlaly better if that panret is the
A. Mother
B. Father
C. It doesn't matter which parent stays home"
47,POLICY3MOD_W92,3,"In general, would you say experts who study a subject for many years are
A. Usually better at making good policy decisions about that subject than other people
B. Usually worse at making good policy decisions about that subject than other people
C. neither better nor worse at making good policy decisions about that subject than other people","In general, wulod you say etrxpes who sduty a subcjet for many yraes are
A. Usually better at making good policy decisions about that subject than other people
B. Usually worse at making good policy decisions about that subject than other people
C. neither better nor worse at making good policy decisions about that subject than other people"
48,BILLION_W92,3,"Do you think the fact that there are some people in this country who have personal fortunes of a billion dollars or more is
A. A good thing for the country
B. A bad thing for the country
C. Neither a good thing or a bad thing","Do you tnhik the fact that trhee are some ppeole in this cruonty who have psoaernl fentuors of a bllioin dllroas or more is
A. A good thing for the country
B. A bad thing for the country
C. Neither a good thing or a bad thing"
49,CRIM_SENT2_W92,3,"Overall, would you say people who are convicted of crimes in this country serve
A. Too much time in prison
B. Too little time in prison
C. About the right amount of time in prison","Overall, wulod you say poeple who are civtonced of cimres in this cuonrty srvee
A. Too much time in prison
B. Too little time in prison
C. About the right amount of time in prison"
50,PROG_RRETRO_W92,3,"How much progress, if any, do you think the country has made over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. A lot
B. A little
C. None at all","How much progress, if any, do you tinhk the coturny has made over the last 50 yraes twraod enirsung equal rghits for all Acmeanirs rdsgrlaees of tiher riaacl or ehitnc backgrounds?
A. A lot
B. A little
C. None at all"
51,PROG_RNEED_W92,3,"How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. A lot
B. A little
C. Nothing at all","How much more, if anything, ndees to be done to enurse equal rhtgis for all Amianercs redesglras of their rcaail or ehntic backgrounds?
A. A lot
B. A little
C. Nothing at all"
52,PROBOFF_a_W92,3,"How much of a problem, if any, would you say people being too easily offended by things others say is in the country today?
A. Major problem
B. Minor problem
C. Not a problem","How much of a problem, if any, wulod you say poelpe bneig too eilsay ondefefd by tgnhis oerhts say is in the cuntroy today?
A. Major problem
B. Minor problem
C. Not a problem"
53,PROBOFF_b_W92,3,"How much of a problem, if any, would you say people saying things that are very offensive to others are in the country today?
A. Major problem
B. Minor problem
C. Not a problem","How much of a problem, if any, wloud you say pepole sniyag thnigs that are very ofsnivefe to orehts are in the ctruony today?
A. Major problem
B. Minor problem
C. Not a problem"
54,NEWSPREFV2_W45,5,"Which of the following would you say you prefer for getting news?
A. A print newspaper
B. Radio
C. Television
D. A social media site (such as Facebook, Twitter or Snapchat)
E. A news website or app","Wchih of the folnoilwg wolud you say you preefr for gnitteg news?
A. A print newspaper
B. Radio
C. Television
D. A social media site (such as Facebook, Twitter or Snapchat)
E. A news website or app"
55,SMLIKESa_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story was something I had been following in the news
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the foliolwng a roeasn why you cilck on lnkis to news soeitrs on sacoil media? The story was stnihomeg I had been flliownog in the news
A. Major reason
B. Minor reason
C. Not a reason"
56,SMLIKESb_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the fnloiowlg a rosaen why you clcik on links to news soteirs on siocal media? A firend romedcemend the srtoy
A. Major reason
B. Minor reason
C. Not a reason"
57,SMLIKESc_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story was published by a news organization I prefer
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the fnillwoog a reaosn why you cilck on likns to news srtioes on sciaol media? The sorty was pelhibusd by a news onioagzriatn I perefr
A. Major reason
B. Minor reason
C. Not a reason"
58,SMLIKESd_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story had a lot of shares, comments or likes
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the foiwllong a rseoan why you click on lniks to news steiros on sicoal media? The sotry had a lot of shares, cmmnotes or lkies
A. Major reason
B. Minor reason
C. Not a reason"
59,SMLIKESe_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? I was interested in the topic
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the fnwioollg a rosaen why you cilck on links to news sriotes on saciol media? I was irteesetnd in the tpoic
A. Major reason
B. Minor reason
C. Not a reason"
60,SMLIKESf_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the folnwloig a rsoaen why you cclik on lknis to news soirtes on socail media? The sotry was snrpuiisrg or etrnnieiantg
A. Major reason
B. Minor reason
C. Not a reason"
61,ONLINESOURCE_W45,3,"In general, does most of the news you see online come from
A. Sources you are familiar with
B. Sources you are not familiar with
C. Not sure","In general, does most of the news you see onnlie come from
A. Sources you are familiar with
B. Sources you are not familiar with
C. Not sure"
62,DIGWDOG_3_W45,3,"Thinking about the news that your friends, family and acquaintances post or send you online about political and social issues, overall, do you think the mix of news you get from them
A. Represents just one side
B. Represents more than one side
C. They don't send me news about political and social issues","Tiinnhkg about the news that your friends, fliamy and acatnaecniuqs post or send you oilnne auobt ptcilaiol and saoicl issues, overall, do you tinhk the mix of news you get from them
A. Represents just one side
B. Represents more than one side
C. They don't send me news about political and social issues"
63,MADEUPSOLVE_W45,3,"Within the next five years, do you think the issue of made-up news and information will
A. Get better
B. Stay the same
C. Get worse","Wthiin the next five years, do you tnihk the isuse of made-up news and imfiotornan will
A. Get better
B. Stay the same
C. Get worse"
64,RESTRICTWHO_W45,5,"Who do you think has the most responsibility to reduce the amount of made-up news and information?
A. The government
B. Technology companies
C. The public
D. The news media
E. None of these","Who do you think has the most rnlitsseiiobpy to rcudee the auonmt of made-up news and information?
A. The government
B. Technology companies
C. The public
D. The news media
E. None of these"
65,ESSENPOLF1A_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for soemnoe in high piaclitol offcie to be hsnoet and ethical?
A. Essential
B. Important, but not essential
C. Not important"
66,ESSENPOLF1B_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for sonomee in high pocilaitl office to be coopasnasmtie and empathetic?
A. Essential
B. Important, but not essential
C. Not important"
67,ESSENPOLF1C_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for snoomee in high pciilotal offcie to be able to work out compromises?
A. Essential
B. Important, but not essential
C. Not important"
68,ESSENPOLF1D_W36,3,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for smnoeoe in high pcailotil ocffie to work well uendr pressure?
A. Essential
B. Important, but not essential
C. Not important"
69,ESSENPOLF1E_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for smnoeoe in high paiotilcl ofcfie to be wliling to take risks?
A. Essential
B. Important, but not essential
C. Not important"
70,ESSENPOLF1F_W36,3,"In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for smoenoe in high pialcoitl ofifce to sntad up for what they bvleiee in, detpsie placiitol pressure?
A. Essential
B. Important, but not essential
C. Not important"
71,ESSENPOLF1G_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for sneoome in high ptiiloacl office to be persuasive?
A. Essential
B. Important, but not essential
C. Not important"
72,ESSENPOLF1H_W36,3,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for sonemoe in high piacolitl ofcfie to mtiniaan a tone of cvitiily and rcspeet in politics?
A. Essential
B. Important, but not essential
C. Not important"
73,ESSENPOLF1I_W36,3,"In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for seonmoe in high pcioatill offcie to serve as a role model for children?
A. Essential
B. Important, but not essential
C. Not important"
74,ESSENBIZF2A_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for senmooe in a top evteuicxe binsesus postoiin to be hseont and ethical?
A. Essential
B. Important, but not essential
C. Not important"
75,ESSENBIZF2B_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for soemone in a top eetviuxce bussines poitosin to be ctisasoompane and empathetic?
A. Essential
B. Important, but not essential
C. Not important"
76,ESSENBIZF2C_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for smonoee in a top euetixcve bisuness psiotoin to be able to work out compromises?
A. Essential
B. Important, but not essential
C. Not important"
77,ESSENBIZF2D_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for soenome in a top ecxviuete bnuisess potisoin to work well udenr pressure?
A. Essential
B. Important, but not essential
C. Not important"
78,ESSENBIZF2E_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for snoemoe in a top eitcuxvee bunssies piosiotn to be wllinig to take risks?
A. Essential
B. Important, but not essential
C. Not important"
79,ESSENBIZF2F_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for snmeooe in a top euicvexte buenisss pisioton to vlaue pelope from direfneft backgrounds?
A. Essential
B. Important, but not essential
C. Not important"
80,ESSENBIZF2G_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for senmooe in a top etuxvceie buseniss potosiin to poirdve fair pay and good benefits?
A. Essential
B. Important, but not essential
C. Not important"
81,ESSENBIZF2H_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for snomeoe in a top eeucitvxe bssneius psoioitn to noeitgate pfbilroate deals?
A. Essential
B. Important, but not essential
C. Not important"
82,ESSENBIZF2I_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for snmooee in a top ecueitxve besunsis psooitin to csnideor the iacpmt of besniuss dinecsios on society?
A. Essential
B. Important, but not essential
C. Not important"
83,ESSENBIZF2J_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for smneooe in a top ecituxvee bnsiuess piositon to poirdve gucanide or msoethirnp to yunog employees?
A. Essential
B. Important, but not essential
C. Not important"
84,ESSENBIZF2K_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for semoone in a top eiuvxcete besisnus psoioitn to certae a safe and rpeutsecfl workplace?
A. Essential
B. Important, but not essential
C. Not important"
85,ESSENBIZF2L_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for somonee in a top eeivuctxe besnsuis pootiisn to santd up for what they bleviee in, dtpisee peusrsre to make a profit?
A. Essential
B. Important, but not essential
C. Not important"
86,STYLE2_W36,3,"Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say
A. Women generally have a better approach
B. Men generally have a better approach
C. Neither is better","Tnihinkg auobt the ways in whcih men and wmoen in top pontiioss in bsunseis and poiilcts are dfirfenet in teihr aaorcpph to leadership, wluod you say
A. Women generally have a better approach
B. Men generally have a better approach
C. Neither is better"
87,AMNTWMNPF1_W36,3,"Thinking about the country today, would you say there are
A. Too many women in high political offices
B. Too few women in high political offices
C. About the right number of women in high political offices","Tnkihnig auobt the cnoutry today, wuold you say trehe are
A. Too many women in high political offices
B. Too few women in high political offices
C. About the right number of women in high political offices"
88,AMNTWMNBF1_W36,3,"Thinking about the country today, would you say there are
A. Too many women in top executive business positions
B. Too few women in top executive business positions
C. About the right number of women in top executive business positions","Tnhkinig auobt the coturny today, wuold you say trhee are
A. Too many women in top executive business positions
B. Too few women in top executive business positions
C. About the right number of women in top executive business positions"
89,EASIERBIZF2_W36,3,"Thinking about top executive positions in business these days, would you say it is generally
A. Easier for men to get these positions
B. Easier for women to get these positions
C. Not much difference","Thnkniig aoubt top exveituce pitionsos in beuisnss tshee days, wulod you say it is gelnarley
A. Easier for men to get these positions
B. Easier for women to get these positions
C. Not much difference"
90,EASIERPOLF2_W36,3,"Thinking about high political offices these days, would you say it is generally
A. Easier for men to get elected to high political offices
B. Easier for women to get elected to high political offices
C. Not much difference","Tknnhiig about high pltioacil oeficfs tehse days, wuold you say it is glreelnay
A. Easier for men to get elected to high political offices
B. Easier for women to get elected to high political offices
C. Not much difference"
91,WHYNOTPOLF1A_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Many Americans aren't ready to elect a woman to higher office
A. Major reason
B. Minor reason
C. Not a reason","Palese itaicnde wtehher you tnhik the fiwnloolg is is a rseoan why tehre are fweer weomn than men in high poliaictl offices. Many Aieamrncs aren't radey to eclet a waomn to hhiger offcie
A. Major reason
B. Minor reason
C. Not a reason"
92,WHYNOTPOLF1B_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination
A. Major reason
B. Minor reason
C. Not a reason","Psalee itncidae whetehr you tihnk the flilowong is is a raeosn why trhee are fweer woemn than men in high platoicil offices. Women in poitlics face gneder dcimatiinoirsn
A. Major reason
B. Minor reason
C. Not a reason"
93,WHYNOTPOLF1C_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Family responsibilities make it harder for women to run for higher office
A. Major reason
B. Minor reason
C. Not a reason","Pslaee intacide whether you tihnk the fonwillog is is a raeosn why there are fweer woemn than men in high pilcoiatl offices. Faimly reptlniesoiibsis make it herdar for wmoen to run for hieghr ofifce
A. Major reason
B. Minor reason
C. Not a reason"
94,WHYNOTPOLF1D_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't tough enough for politics
A. Major reason
B. Minor reason
C. Not a reason","Pseale idacntie wtheehr you tihnk the folonliwg is is a roasen why trehe are fewer weomn than men in high potalciil offices. Women aren't tuogh egounh for pilictos
A. Major reason
B. Minor reason
C. Not a reason"
95,WHYNOTPOLF1E_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office
A. Major reason
B. Minor reason
C. Not a reason","Psaele icdatine whetehr you tnhik the flonoiwlg is is a resaon why tehre are fewer women than men in high paoliitcl offices. Fweer wemon have the enepxrceie rreeiqud for hgiehr ofcife
A. Major reason
B. Minor reason
C. Not a reason"
96,WHYNOTPOLF1F_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women get less support from party leaders
A. Major reason
B. Minor reason
C. Not a reason","Please itadicne whheetr you thnik the fnolwolig is is a rseoan why tehre are fweer woemn than men in high pioaicltl offices. Woemn get less srpuopt from party leaedrs
A. Major reason
B. Minor reason
C. Not a reason"
97,WHYNOTPOLF1G_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men
A. Major reason
B. Minor reason
C. Not a reason","Peasle idciante whether you tihnk the flwoiolng is is a raseon why trhee are fweer woemn than men in high ptcialiol offices. Woemn who run for oifcfe are held to hhiger srdatndas than men
A. Major reason
B. Minor reason
C. Not a reason"
98,WHYNOTPOLF1H_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office have to more to prove themselves than men
A. Major reason
B. Minor reason
C. Not a reason","Psleae itaindce whehetr you think the fllnwoiog is is a roasen why there are fweer wemon than men in high poitialcl offices. Weomn who run for office have to more to porve theeeslmvs than men
A. Major reason
B. Minor reason
C. Not a reason"
99,WHYNOTPOLF1I_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Not as many women are interested in holding higher office
A. Major reason
B. Minor reason
C. Not a reason","Pselae idctiane wetehhr you tnhik the flwloinog is is a roasen why trhee are feewr wemon than men in high pltiocail offices. Not as many wmoen are inreeettsd in hdonilg hhegir offcie
A. Major reason
B. Minor reason
C. Not a reason"
100,WHYNOTPOLF1J_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't encouraged to pursue leadership positions from an early age
A. Major reason
B. Minor reason
C. Not a reason","Pselae iaindcte wtehehr you tinhk the fwolonlig is is a rsoean why three are fweer wmoen than men in high political offices. Wemon aren't eouegrancd to psruue lsaeerhidp poinostis from an elary age
A. Major reason
B. Minor reason
C. Not a reason"
101,WHYNOTPOLF1K_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women don't do as good of a job selling their accomplishments
A. Major reason
B. Minor reason
C. Not a reason","Paelse icdanite wthheer you tihnk the fnwloloig is is a raoesn why trehe are feewr wmoen than men in high pitcaliol offices. Wmoen don't do as good of a job seilnlg thier ammoienshctlpcs
A. Major reason
B. Minor reason
C. Not a reason"
102,WHYNOTPOLF1L_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics
A. Major reason
B. Minor reason
C. Not a reason","Peslae indatcie wheethr you tinhk the fowollnig is is a rsoean why terhe are feewr weomn than men in high plctiaoil offices. Sxuael hasmnrseat ceerats an eminernovnt that mkaes it haderr for wemon to sececud in pilticos
A. Major reason
B. Minor reason
C. Not a reason"
103,WHYNOTBIZF2A_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Many businesses are not ready to hire women for top executive positions
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, pasele itidncae wehhetr you tihnk it is a roaesn why tehre aren't more wmeon in top eeitvxcue bsesinus positions. Many bsuseensis are not rdeay to hire wmeon for top excvuitee pintisoos
A. Major reason
B. Minor reason
C. Not a reason"
104,WHYNOTBIZF2B_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women in business face gender discrimination
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, paesle indaitce weehthr you tihnk it is a reason why tehre aren't more women in top exivctuee bsensius positions. Wmoen in bssunies face genedr dirtsciainmion
A. Major reason
B. Minor reason
C. Not a reason"
105,WHYNOTBIZF2C_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Family responsibilities make it harder for women to move up in business
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please iiactnde whheter you think it is a roaesn why trhee aren't more woemn in top exvcueite bsunises positions. Flmaiy rptisieleosibins make it hdrear for women to move up in bieusnss
A. Major reason
B. Minor reason
C. Not a reason"
106,WHYNOTBIZF2D_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't tough enough for business
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, plseae inidtcae whhteer you thnik it is a rsoean why three aren't more woemn in top evicxtuee bsenisus positions. Women aren't toguh eugnoh for bssiuens
A. Major reason
B. Minor reason
C. Not a reason"
107,WHYNOTBIZF2F_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't make as good managers as men
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, plesae icadntie wtheher you tnhik it is a rsaoen why terhe aren't more wemon in top ectuevxie bsseuins positions. Woemn don't make as good merngaas as men
A. Major reason
B. Minor reason
C. Not a reason"
108,WHYNOTBIZF2G_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are held to higher standards than men
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, paelse iatnidce whtheer you think it is a roesan why trehe aren't more wmeon in top exvuctiee besusnis positions. Wmoen are held to hihger sdartadns than men
A. Major reason
B. Minor reason
C. Not a reason"
109,WHYNOTBIZF2H_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have to more to prove themselves than men
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, pseale iacntdie whetehr you tihnk it is a raeosn why there aren't more wemon in top euvxtceie buisenss positions. Wemon have to more to pvore teleemhsvs than men
A. Major reason
B. Minor reason
C. Not a reason"
110,WHYNOTBIZF2I_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Not as many women are interested in top executive business positions
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, plseae itaicnde whteher you tnhik it is a rsoean why trhee aren't more wemon in top extiveuce bsiusnes positions. Not as many wemon are ireeettnsd in top eiuetvcxe busesnis ptinsioos
A. Major reason
B. Minor reason
C. Not a reason"
111,WHYNOTBIZF2J_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, pasele iindtcae wehhter you tnihk it is a reoasn why tehre aren't more weomn in top eciutvexe bniesuss positions. Wemon aren't eguonaecrd to prsuue lraeihdsep pnostoiis from an ealry age
A. Major reason
B. Minor reason
C. Not a reason"
112,WHYNOTBIZF2K_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't do as good of a job selling their accomplishments
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, pslaee iidatnce wethehr you tihnk it is a rseaon why there aren't more wmeon in top excuvetie benussis positions. Wemon don't do as good of a job sinellg thier amlncchotseimps
A. Major reason
B. Minor reason
C. Not a reason"
113,WHYNOTBIZF2L_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't have access to the same kinds of personal networks and connections that men have
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, paesle inicadte wtheher you tnihk it is a rsoaen why trehe aren't more woemn in top eiexvutce busneiss positions. Woemn don't have aesccs to the same kdins of paosenrl nktweros and cincnotones that men have
A. Major reason
B. Minor reason
C. Not a reason"
114,WHYNOTBIZF2M_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have fewer opportunities to interact with people in senior positions outside of work
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, plsaee iitacdne whehetr you tnhik it is a raosen why trehe aren't more wmeon in top eiexctvue bsiuness positions. Women have fweer otiutinrpopes to itnreact with polpee in sineor ponsitois oisutde of work
A. Major reason
B. Minor reason
C. Not a reason"
115,WHYNOTBIZF2N_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are less likely than men to ask for promotions and raises
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, plsaee inictdae whheter you tnihk it is a rseaon why there aren't more wemon in top etcuexvie besiusns positions. Women are less lkleiy than men to ask for pootrmoins and riases
A. Major reason
B. Minor reason
C. Not a reason"
116,WHYNOTBIZF2O_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Sexual harassment creates an environment that makes it harder for women to succeed in business
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, pselae inactdie wheethr you tihnk it is a rsoean why terhe aren't more wmoen in top ecxiuteve bnussies positions. Sxueal hamnasrest caeetrs an enmnnvoiret that mekas it haerdr for wemon to sccueed in bsniuess
A. Major reason
B. Minor reason
C. Not a reason"
117,HIGHEDWRNGA_W36,3,"For tuition costs are too high, please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction.
A. Major reason
B. Minor reason
C. Not a reason","For toituin cstos are too high, peasle iitdance wteehhr this is a reoasn why you thnik the hgeihr eadctoiun ssteym in the U.S. is gniog in the wnrog direction.
A. Major reason
B. Minor reason
C. Not a reason"
