key,num options,orig alpha,pos alpha
INFOOWNb_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Satire about an issue or event
A. I find it easy to recognize it
B. It find it hard to recognize it","Don't you think that you find it easy to recognize the following type of news and information? Satire about an issue or event
A. Yes
B. No"
INFOOWNc_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Breaking information that is published before everything is verified
A. I find it easy to recognize it
B. It find it hard to recognize it","Don't you think that you find it easy to recognize the following type of news and information? Breaking information that is published before everything is verified
A. Yes
B. No"
INFOOWNd_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Factual information presented to favor one side of an issue
A. I find it easy to recognize it
B. It find it hard to recognize it","Don't you think that you find it easy to recognize the following type of news and information? Factual information presented to favor one side of an issue
A. Yes
B. No"
INFOOWNe_W45,2,"How do you feel about your own ability to recognize the following type of news and information? A video or image that is altered or made up to mislead the public
A. I find it easy to recognize it
B. It find it hard to recognize it","Don't you think that you find it easy to recognize the following type of news and information? A video or image that is altered or made up to mislead the public
A. Yes
B. No"
MEDIALOYAL3_W45,2,"Which of the following statements comes closer to your view?
A. I consider myself to be loyal to the news source(s) I get my news from
B. I am not particularly loyal to the news source(s) I get my news from","Wouldn't you say that you consider yourself to be loyal to the news source(s) that you get your news from?
A. Yes
B. No"
LEAD_W45,2,"When you talk with friends and family about the news, do you tend to
A. Listen to the conversation more than lead
B. Lead the conversation more than listen","When you talk with friends and family about the news, wouldn't you say that you tend to listen to the conversation more than lead?
A. Yes
B. No"
SEEK_W45,2,"Which statement best describes how you get news?
A. I mostly get news because I'm looking for it
B. I mostly get news because I happen to come across it","Don't you think that this statement ""I mostly get news because I'm looking for it"" better describes you than this statement 'I mostly get news because I happen to come across it'?
A. Yes
B. No"
INFORESTRICTa_W45,2,"Which comes closer to your view about the following type of news and information? Made-up information that is intended to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Don't you think that the freedom to publish and access should be protected for the following type of news and information? Made-up information that is intended to mislead the public
A. Yes
B. No"
INFORESTRICTb_W45,2,"Which comes closer to your view about the following type of news and information? Satire about an issue or event
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Don't you think that the freedom to publish and access should be protected for the following type of news and information? Satire about an issue or event
A. Yes
B. No"
INFORESTRICTc_W45,2,"Which comes closer to your view about the following type of news and information? Breaking information that is published before everything is verified
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Don't you think that the freedom to publish and access should be protected for the following type of news and information? Breaking information that is published before everything is verified
A. Yes
B. No"
INFORESTRICTd_W45,2,"Which comes closer to your view about the following type of news and information? Factual information presented to favor one side of an issue
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Don't you think that the freedom to publish and access should be protected for the following type of news and information? Factual information presented to favor one side of an issue
A. Yes
B. No"
INFORESTRICTe_W45,2,"Which comes closer to your view about the following type of news and information? A video or image that is altered or made up to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Don't you think that the freedom to publish and access should be protected for the following type of news and information? A video or image that is altered or made up to mislead the public
A. Yes
B. No"
SMSHARER_W45,2,"On social media, do you think of yourself more as a
A. Sharer of news
B. Receiver of news","On social media, wouldn't you say you are more of a sharer of news than a receiver of news?
A. Yes
B. No"
FCFAIR_W45,2,"Different organizations and news outlets have taken on fact-checking efforts. Do you think that those who do the fact-checking
A. Deal fairly with all sides
B. Tend to favor one side","Different organizations and news outlets have taken on fact-checking efforts. Wouldn't you say that those who do the fact-checking deal fairly with all sides?
A. Yes
B. No"
WATCHDOG_1_W45,2,"Some people think that by criticizing leaders, news organizations keep political leaders from doing their job. Others think that such criticism is worth it because it keeps political leaders from doing things that should not be done. Which position is closer to your opinion?
A. Keep political leaders from doing their job
B. Keep political leaders from doing things that shouldn't be done","Wouldn't you agree that by criticizing leaders, news organizations keep political leaders from doing their job?
A. Yes
B. No"
WATCHDOG_3_W45,2,"In presenting the news dealing with political and social issues, do you think that news organizations
A. Deal fairly with all sides
B. Tend to favor one side","In presenting the news dealing with political and social issues, don't you think that news organizations deal fairly with all sides?
A. Yes
B. No"
COLSPEECH_W36,2,"Thinking again about colleges and universities which of the following do you think should be more important on college campuses these days?
A. Allowing people to speak their minds freely, even if some students find their views upsetting or offensive
B. Ensuring that students aren't exposed to views they find upsetting or offensive, even if that limits what people are a","Thinking again about colleges and universities don't you think it should be more important on college campuses these days to allow people to speak their minds freely, even if some students find their views upsetting or offensive?
A. Yes
B. No"
SCI3A_W34,2,"In your opinion, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, wouldn't you agree that government investments in basic scientific research usually pay off in the long run?
A. Yes
B. No"
SCI3B_W34,2,"In your opinion, do you think government investments in engineering and technology usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, wouldn't you agree that government investments in engineering and technology usually pay off in the long run?
A. Yes
B. No"
SCI3C_W34,2,"In your opinion, do you think government investments in medical research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, wouldn't you agree that government investments in medical research usually pay off in the long run?
A. Yes
B. No"
MED4A_W34,2,"Do you think changing a baby's genetic characteristics to make the baby more intelligent is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Wouldn't you agree that changing a baby's genetic characteristics to make the baby more intelligent is an appropriate use of medical technology?
A. Yes
B. No"
MED4B_W34,2,"Do you think changing a baby's genetic characteristics to treat a serious disease or condition the baby would have at birth is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Wouldn't you agree that changing a baby's genetic characteristics to treat a serious disease or condition the baby would have at birth is an appropriate use of medical technology?
A. Yes
B. No"
MED4C_W34,2,"Do you think changing a baby's genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Wouldn't you agree that changing a baby's genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime is an appropriate use of medical technology?
A. Yes
B. No"
MED7_W34,2,"If gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques, do you think this would be
A. An appropriate use of medical technology
B. Taking medical technology too far","If gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques, wouldn't you agree that this is an appropriate use of medical technology?
A. Yes
B. No"
BIOTECHA_W34,2,"Do you think genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat would be
A. An appropriate use of technology
B. Taking technology too far","Don't you think genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat would be an appropriate use of technology?
A. Yes
B. No"
BIOTECHB_W34,2,"Do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be
A. An appropriate use of technology
B. Taking technology too far","Don't you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be an appropriate use of technology?
A. Yes
B. No"
BIOTECHC_W34,2,"Do you think genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases would be
A. An appropriate use of technology
B. Taking technology too far","Don't you think genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases would be an appropriate use of technology?
A. Yes
B. No"
BIOTECHD_W34,2,"Do you think genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant would be
A. An appropriate use of technology
B. Taking technology too far","Don't you think genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant would be an appropriate use of technology?
A. Yes
B. No"
BIOTECHE_W34,2,"Do you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be
A. An appropriate use of technology
B. Taking technology too far","Don't you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be an appropriate use of technology?
A. Yes
B. No"
EVOONE_W34,2,"Thinking about the development of human life on Earth which statement comes closer to your own views, even if neither is exactly right?
A. Humans have evolved over time
B. Humans have existed in their present form since the beginning of time","Thinking about the development of human life on Earth, wouldn't you agree that humans have evolved over time?
A. Yes
B. No"
ROBJOB6_W27,2,"Which of the following statements best describes how you feel, even if neither is exactly right?
A. The government would have an obligation to take care of people whose jobs are displaced by robots and computers
B. Individuals would have an obligation to take care of their own financial well-being, even if robots and computers","Wouldn't you agree that the government would have an obligation to take care of people whose jobs are displaced by robots and computers rather than it be an individual obligation?
A. Yes
B. No"
NEVEROWN_W26,2,"Which best describes you?
A. I could never see myself not owning a gun
B. I could see myself not owning a gun at some point in the future","Wouldn't you agree that you could never see yourself not owning a gun?
A. Yes
B. No"
IMMCULT2_W32,2,"Which statement comes closer to your own views?
A. The growing number of newcomers from other countries threatens traditional American customs and values
B. The growing number of newcomers from other countries strengthens American society","Wouldn't you agree that the growing number of newcomers from other countries threatens traditional American customs and values?
A. Yes
B. No"
ECONFAIR2_W32,2,"Which statement comes closer to your own views?
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Don't you think that the economic system in this country unfairly favors powerful interests?
A. Yes
B. No"
WOMENOPPS_W32,2,"Which statement comes closer to your own views?
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men","Don't you think that the obstacles that once made it harder for women than men to get ahead are now largely gone?
A. Yes
B. No"
GOVT_ROLE_W32,2,"Which statement comes closer to your own views?
A. Government should do more to solve problems
B. Government is doing too many things better left to businesses and individuals","Wouldn't you agree that the government should do more to solve problems rather than leaving things to businesses and individuals?
A. Yes
B. No"
ABORTION_W32,2,"Do you think abortion should be
A. legal in all or most cases
B. illegal in all or most cases","Wouldn't you agree that abortion should be legal in all or most cases?
A. Yes
B. No"
ABORTIONRESTR_W32,2,"Which statement comes closer to your own views?
A. There are some situations in which abortion should be restricted
B. There are no situations at all where abortion should be restricted","Don't you think that there are some situations in which abortion should be restricted?
A. Yes
B. No"
MISINFG_W32,2,"Thinking about news and information online, including social media which comes closer to your own view?
A. The U.S. government should take steps to restrict false information online
B. People's freedom to publish and access information should be protected","Thinking about news and information online, including social media, wouldn't you say that the U.S. government should take steps to restrict false information online?
A. Yes
B. No"
MISINFT_W32,2,"Thinking about news and information online, including social media which comes closer to your own view?
A. Technology companies should take steps to restrict false information online
B. People's freedom to publish and access information should be protected","Thinking about news and information online, including social media, wouldn't you say that technology companies should take steps to restrict false information online?
A. Yes
B. No"
DIFF1A_W29,2,"Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests?
A. Men and women are basically similar
B. Men and women are basically different","Don't you think that men and women are basically similar when it comes to their hobbies and personal interests?
A. Yes
B. No"
DIFF1B_W29,2,"Do you think men and women are basically similar or basically different when it comes to their physical abilities?
A. Men and women are basically similar
B. Men and women are basically different","Don't you think that men and women are basically similar when it comes to their physical abilities?
A. Yes
B. No"
DIFF1C_W29,2,"Do you think men and women are basically similar or basically different when it comes to their approach to parenting?
A. Men and women are basically similar
B. Men and women are basically different","Don't you think that men and women are basically similar when it comes to their approach to parenting?
A. Yes
B. No"
DIFF1D_W29,2,"Do you think men and women are basically similar or basically different when it comes to how they express their feelings?
A. Men and women are basically similar
B. Men and women are basically different","Don't you think that men and women are basically similar when it comes to how they express their feelings?
A. Yes
B. No"
DIFF1E_W29,2,"Do you think men and women are basically similar or basically different when it comes to the things they are good at in the workplace?
A. Men and women are basically similar
B. Men and women are basically different","Don't you think that men and women are basically similar when it comes to the things they are good at in the workplace?
A. Yes
B. No"
GOODJOBS_W29,2,"In general, thinking about job opportunities where you live, would you say that
A. There are plenty of good jobs available
B. Good jobs are difficult to find","In general, thinking about job opportunities where you live, wouldn't you agree that there are plenty of good jobs available?
A. Yes
B. No"
TRANSGEND1_W29,2,"Which statement comes closer to your views, even if neither is exactly right?
A. Whether someone is a man or a woman is determined by the sex they were assigned at birth
B. Someone can be a man or a woman even if that is different from the sex they were assigned at birth","Wouldn't you agree more with the statement that ""Whether someone is a man or a woman is determined by the sex they were assigned at birth' more than 'Someone can be a man or a woman even if that is different from the sex they were assigned at birth'?
A. Yes
B. No"
MESUM1_FA_W29,2,"How well, if at all, do the following words or phrases describe you? Honor and duty are my core values
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Honor and duty are my core values
A. Yes
B. No"
MESUM1_FB_W29,2,"How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Compassion and helping others are my core values
A. Yes
B. No"
MESUM1_FC_W29,2,"How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Willing to work with people I disagree with
A. Yes
B. No"
MESUM1_FD_W29,2,"How well, if at all, do the following words or phrases describe you? Blue collar
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Blue collar
A. Yes
B. No"
MESUM1_FE_W29,2,"How well, if at all, do the following words or phrases describe you? Focused on my professional life and career
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Focused on my professional life and career
A. Yes
B. No"
MESUM1_FF_W29,2,"How well, if at all, do the following words or phrases describe you? Interested in visiting other countries
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Interested in visiting other countries
A. Yes
B. No"
MESUM2_FA_W29,2,"How well, if at all, do the following words or phrases describe you? Environmentalist
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Environmentalist
A. Yes
B. No"
MESUM2_FB_W29,2,"How well, if at all, do the following words or phrases describe you? Have traditional values
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Have traditional values
A. Yes
B. No"
MESUM2_FC_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Supporter of the National Rifle Association NRA
A. Yes
B. No"
MESUM2_FD_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Supporter of the Black Lives Matter movement
A. Yes
B. No"
MESUM2_FE_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people
A. Yes
B. No"
MESUM2_FF_W29,2,"How well, if at all, do the following words or phrases describe you? Consider myself a feminist
A. Describes me well
B. Does not describe me well","Wouldn't you say the following words or phrases describes you well? Consider myself a feminist
A. Yes
B. No"
TRANSGEND3_W29,3,"Which of the following statements comes closer to your feelings?
A. Our society has gone too far in accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has been about right when it comes to accepting people who are transgender","Wouldn't you agree more with the statement that 'Our society has gone too far in accepting people who are transgender' more than the statement that 'Our society has not gone far enough in accepting people who are transgender'?
A. Yes
B. No"
TALKDISASNSINT_W49,2,"In your experience, when you talk about politics with people on social media who you disagree with, do you generally find it to be
A. Interesting and informative
B. Stressful and frustrating","In your experience, when you talk about politics with people on social media who you disagree with, don't you generally find it to be more interesting and informative than stressful and frustrating?
A. Yes
B. No"
TALKCMNSNSINT_W49,2,"In your experience, when you talk about politics with people on social media who you disagree with, do you generally find that
A. You have more in common politically than you thought
B. You have less in common politically than you thought","In your experience, when you talk about politics with people on social media who you disagree with, don't you generally find that you have more in common politically than you thought?
A. Yes
B. No"
POSNEGCO_W49,2,"On balance, which would you say most accurately describes how you feel?
A. The benefits I get from companies collecting data about me outweigh the potential risks
B. The potential risks of companies collecting data about me outweigh the benefits I get","On balance, wouldn't you agree that the benefits I get from companies collecting data about me outweigh the potential risks?
A. Yes
B. No"
POSNEGGOV_W49,2,"On balance, which would you say most accurately describes how you feel?
A. The benefits the government can provide by collecting data about me and others outweigh the potential risks
B. The potential risks of the government collecting data about me and others outweigh the benefits it can provide","On balance, wouldn't you agree that the benefits I get from the government collecting data about me outweigh the potential risks?
A. Yes
B. No"
GOVREGV2_W49,2,"Which of the following do you think would be a more effective way to safeguard people's personal information?
A. Better tools for allowing people to control their personal information themselves
B. Stronger laws governing what companies can and cannot do with people's personal information","Wouldn't you say that better tools for allowing people to control their personal information is a more effective way to safeguard people's personal information than stronger laws governing what companies can and cannot do with people's perosnal information?
A. Yes
B. No"
PUBLICDATA_W49,2,"Today a wide range of information about people is searchable online. Do you think it is more important for people to have the ability to
A. Discover potentially useful information about others
B. Keep things about themselves that might be potentially damaging from being searchable online","Today a wide range of information about people is searchable online. Don't you think it is more important for people to have the ability to discover potentially useful information about others, even if it might be potentially damaging?
A. Yes
B. No"
