key,num options,num options new,orig alpha,float alpha
TRACKCO1b_W49,5,6,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it
F. Don't know"
TRACKGOV1a_W49,5,6,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do online or on your cellphone is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it
F. Don't know"
TRACKGOV1b_W49,5,6,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it
F. Don't know"
NEIGHSAMEA_W32,5,6,"As far as you know, how many of your neighbors are the same race or ethnicity as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them","As far as you know, how many of your neighbors are the same race or ethnicity as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them
F. Don't know"
NEIGHSAMEB_W32,5,6,"As far as you know, how many of your neighbors are the same social class as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them","As far as you know, how many of your neighbors are the same social class as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them
F. Don't know"
NEIGHSAMEC_W32,5,6,"As far as you know, how many of your neighbors have the same political views as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them","As far as you know, how many of your neighbors have the same political views as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them
F. Don't know"
SOLVPROBa_W41,5,6,"In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBb_W41,5,6,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBc_W41,5,6,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBdF1_W41,5,6,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBeF2_W41,5,6,"In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBf_W41,5,6,"In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBg_W41,5,6,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBh_W41,5,6,"In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
SOLVPROBi_W41,5,6,"In the future, what kind of an impact do you think public K-12 schools will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think public K-12 schools will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact
F. Don't know"
ETHNCMAJMOD_W41,5,6,"According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing","According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing
F. Don't know"
AGEMAJ_W41,5,6,"According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing","According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing
F. Don't know"
INTRMAR_W41,5,6,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing","According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing
F. Don't know"
ROBWRK2_W41,5,6,"If robots and computers do much of the work currently done by humans, do you think this would be
A. A very good thing for the country
B. A somewhat good thing for the country
C. Neither a good nor bad thing for the country
D. A somewhat bad thing for the country
E. A very bad thing for the country","If robots and computers do much of the work currently done by humans, do you think this would be
A. A very good thing for the country
B. A somewhat good thing for the country
C. Neither a good nor bad thing for the country
D. A somewhat bad thing for the country
E. A very bad thing for the country
F. Don't know"
GAP21Q32_W82,5,6,"Now that Joe Biden is president, do you think other countries view the U.S
A. A lot more positively
B. A little more positively
C. Neither positively nor negatively
D. A little more negatively
E. A lot more negatively","Now that Joe Biden is president, do you think other countries view the U.S
A. A lot more positively
B. A little more positively
C. Neither positively nor negatively
D. A little more negatively
E. A lot more negatively
F. Don't know"
UNIMMIGCOMM_W92,5,6,"When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in
A. A lot better
B. A little better
C. Neither better nor worse
D. A little worse
E. A lot worse","When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in
A. A lot better
B. A little better
C. Neither better nor worse
D. A little worse
E. A lot worse
F. Don't know"
SATLIFEa_W50,5,6,"Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEb_W50,5,6,"Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEc_W50,5,6,"Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEd_W50,5,6,"Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
FAMSURV32a_W50,5,6,"How do you feel about the way household chores are divided between you and your spouse/partner?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about the way household chores are divided between you and your spouse/partner?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
FAMSURV32b_W50,5,6,"How do you feel about your sex life?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about your sex life?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
FAMSURV32c_W50,5,6,"How do you feel about how well you and your spouse/partner communicate with each other?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about how well you and your spouse/partner communicate with each other?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
FAMSURV32d_W50,5,6,"How do you feel about how well your spouse/partner balances work and their personal life?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about how well your spouse/partner balances work and their personal life?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
FAMSURV32e_W50,5,6,"How do you feel about your spouse's/partner's approach to parenting?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about your spouse's/partner's approach to parenting?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEA_W32,5,6,"Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEB_W32,5,6,"Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEC_W32,5,6,"Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFED_W32,5,6,"Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
SATLIFEE_W32,5,6,"Please tell us whether you are satisfied or dissatisfied with the quality of life in your local community.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with the quality of life in your local community.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied
F. Don't know"
GAP21Q3_W82,5,6,"How satisfied are you with the way democracy is working in the US?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Not too satisfied
E. Not at all satisfied","How satisfied are you with the way democracy is working in the US?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Not too satisfied
E. Not at all satisfied
F. Don't know"
GAP21Q4_a_W82,5,6,"Do you have a favorable or unfavorable opinion of the United States
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of the United States
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable
F. Don't know"
GAP21Q4_b_W82,5,6,"Do you have a favorable or unfavorable opinion of China
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of China
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable
F. Don't know"
GAP21Q4_c_W82,5,6,"Do you have a favorable or unfavorable opinion of Germany
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of Germany
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable
F. Don't know"
GAP21Q4_d_W82,5,6,"Do you have a favorable or unfavorable opinion of the European Union
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of the European Union
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable
F. Don't know"
GAP21Q4_e_W82,5,6,"Do you have a favorable or unfavorable opinion of the United Nations
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of the United Nations
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable
F. Don't know"
GAP21Q4_f_W82,5,6,"Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable
F. Don't know"
FAMSURV6_W50,5,6,"How do you feel about allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits?
A. Strongly favor
B. Somewhat favor
C. Neither favor nor oppose
D. Somewhat oppose
E. Strongly oppose","How do you feel about allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits?
A. Strongly favor
B. Somewhat favor
C. Neither favor nor oppose
D. Somewhat oppose
E. Strongly oppose
F. Don't know"
FREECOLL_W92,5,6,"Would you favor or oppose making tuition at public colleges and universities free for all American students?
A. Strongly favor
B. Somewhat favor
C. Neither favor nor oppose
D. Somewhat oppose
E. Strongly oppose","Would you favor or oppose making tuition at public colleges and universities free for all American students?
A. Strongly favor
B. Somewhat favor
C. Neither favor nor oppose
D. Somewhat oppose
E. Strongly oppose
F. Don't know"
CARS9A_W27,5,6,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose
F. Don't know"
CARS9B_W27,5,6,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose
F. Don't know"
CARS9C_W27,5,6,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose
F. Don't know"
ROBJOB5B_W27,5,6,"Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose
F. Don't know"
ROBJOB5C_W27,5,6,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose
F. Don't know"
ROBJOB5D_W27,5,6,"Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose
F. Don't know"
HOOD_NHISA_W29,5,6,"How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree","How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree
F. Don't know"
HOOD_NHISB_W29,5,6,"How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree","How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree
F. Don't know"
HOOD_NHISC_W29,5,6,"How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree","How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree
F. Don't know"
