key,num options,orig alpha,reversed alpha
PROG_RRETRO_W92,3,"How much progress, if any, do you think the country has made over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. A lot
B. A little
C. None at all","How much progress, if any, do you think the country has made over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. None at all
B. A little
C. A lot"
PROG_RNEED_W92,3,"How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. A lot
B. A little
C. Nothing at all","How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. Nothing at all
B. A little
C. A lot"
PROBOFF_a_W92,3,"How much of a problem, if any, would you say people being too easily offended by things others say is in the country today?
A. Major problem
B. Minor problem
C. Not a problem","How much of a problem, if any, would you say people being too easily offended by things others say is in the country today?
A. Not a problem
B. Minor problem
C. Major problem"
PROBOFF_b_W92,3,"How much of a problem, if any, would you say people saying things that are very offensive to others are in the country today?
A. Major problem
B. Minor problem
C. Not a problem","How much of a problem, if any, would you say people saying things that are very offensive to others are in the country today?
A. Not a problem
B. Minor problem
C. Major problem"
NEWSPREFV2_W45,5,"Which of the following would you say you prefer for getting news?
A. A print newspaper
B. Radio
C. Television
D. A social media site (such as Facebook, Twitter or Snapchat)
E. A news website or app","Which of the following would you say you prefer for getting news?
A. A news website or app
B. A social media site (such as Facebook, Twitter or Snapchat)
C. Television
D. Radio
E. A print newspaper"
SMLIKESa_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story was something I had been following in the news
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the following a reason why you click on links to news stories on social media? The story was something I had been following in the news
A. Not a reason
B. Minor reason
C. Major reason"
SMLIKESb_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story
A. Not a reason
B. Minor reason
C. Major reason"
SMLIKESc_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story was published by a news organization I prefer
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the following a reason why you click on links to news stories on social media? The story was published by a news organization I prefer
A. Not a reason
B. Minor reason
C. Major reason"
SMLIKESd_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story had a lot of shares, comments or likes
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the following a reason why you click on links to news stories on social media? The story had a lot of shares, comments or likes
A. Not a reason
B. Minor reason
C. Major reason"
SMLIKESe_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? I was interested in the topic
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the following a reason why you click on links to news stories on social media? I was interested in the topic
A. Not a reason
B. Minor reason
C. Major reason"
SMLIKESf_W45,3,"How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining
A. Major reason
B. Minor reason
C. Not a reason","How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining
A. Not a reason
B. Minor reason
C. Major reason"
ONLINESOURCE_W45,3,"In general, does most of the news you see online come from
A. Sources you are familiar with
B. Sources you are not familiar with
C. Not sure","In general, does most of the news you see online come from
A. Not sure
B. Sources you are not familiar with
C. Sources you are familiar with"
DIGWDOG_3_W45,3,"Thinking about the news that your friends, family and acquaintances post or send you online about political and social issues, overall, do you think the mix of news you get from them
A. Represents just one side
B. Represents more than one side
C. They don't send me news about political and social issues","Thinking about the news that your friends, family and acquaintances post or send you online about political and social issues, overall, do you think the mix of news you get from them
A. They don't send me news about political and social issues
B. Represents more than one side
C. Represents just one side"
MADEUPSOLVE_W45,3,"Within the next five years, do you think the issue of made-up news and information will
A. Get better
B. Stay the same
C. Get worse","Within the next five years, do you think the issue of made-up news and information will
A. Get worse
B. Stay the same
C. Get better"
RESTRICTWHO_W45,5,"Who do you think has the most responsibility to reduce the amount of made-up news and information?
A. The government
B. Technology companies
C. The public
D. The news media
E. None of these","Who do you think has the most responsibility to reduce the amount of made-up news and information?
A. None of these
B. The news media
C. The public
D. Technology companies
E. The government"
ESSENPOLF1A_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1B_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1C_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1D_W36,3,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to work well under pressure?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1E_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1F_W36,3,"In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1G_W36,3,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to be persuasive?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1H_W36,3,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?
A. Not important
B. Important, but not essential
C. Essential"
ESSENPOLF1I_W36,3,"In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2A_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2B_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2C_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2D_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2E_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2F_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2G_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to provide fair pay and good benefits?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2H_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to negotiate profitable deals?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2I_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to consider the impact of business decisions on society?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2J_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2K_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to create a safe and respectful workplace?
A. Not important
B. Important, but not essential
C. Essential"
ESSENBIZF2L_W36,3,"In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?
A. Essential
B. Important, but not essential
C. Not important","In general, how important, if at all, is it to you for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit?
A. Not important
B. Important, but not essential
C. Essential"
STYLE2_W36,3,"Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say
A. Women generally have a better approach
B. Men generally have a better approach
C. Neither is better","Thinking about the ways in which men and women in top positions in business and politics are different in their approach to leadership, would you say
A. Neither is better
B. Men generally have a better approach
C. Women generally have a better approach"
AMNTWMNPF1_W36,3,"Thinking about the country today, would you say there are
A. Too many women in high political offices
B. Too few women in high political offices
C. About the right number of women in high political offices","Thinking about the country today, would you say there are
A. About the right number of women in high political offices
B. Too few women in high political offices
C. Too many women in high political offices"
AMNTWMNBF1_W36,3,"Thinking about the country today, would you say there are
A. Too many women in top executive business positions
B. Too few women in top executive business positions
C. About the right number of women in top executive business positions","Thinking about the country today, would you say there are
A. About the right number of women in top executive business positions
B. Too few women in top executive business positions
C. Too many women in top executive business positions"
EASIERBIZF2_W36,3,"Thinking about top executive positions in business these days, would you say it is generally
A. Easier for men to get these positions
B. Easier for women to get these positions
C. Not much difference","Thinking about top executive positions in business these days, would you say it is generally
A. Not much difference
B. Easier for women to get these positions
C. Easier for men to get these positions"
EASIERPOLF2_W36,3,"Thinking about high political offices these days, would you say it is generally
A. Easier for men to get elected to high political offices
B. Easier for women to get elected to high political offices
C. Not much difference","Thinking about high political offices these days, would you say it is generally
A. Not much difference
B. Easier for women to get elected to high political offices
C. Easier for men to get elected to high political offices"
WHYNOTPOLF1A_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Many Americans aren't ready to elect a woman to higher office
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Many Americans aren't ready to elect a woman to higher office
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1B_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1C_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Family responsibilities make it harder for women to run for higher office
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Family responsibilities make it harder for women to run for higher office
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1D_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't tough enough for politics
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't tough enough for politics
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1E_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Fewer women have the experience required for higher office
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1F_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women get less support from party leaders
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women get less support from party leaders
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1G_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office are held to higher standards than men
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1H_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office have to more to prove themselves than men
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women who run for office have to more to prove themselves than men
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1I_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Not as many women are interested in holding higher office
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Not as many women are interested in holding higher office
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1J_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't encouraged to pursue leadership positions from an early age
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't encouraged to pursue leadership positions from an early age
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1K_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women don't do as good of a job selling their accomplishments
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women don't do as good of a job selling their accomplishments
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTPOLF1L_W36,3,"Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2A_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Many businesses are not ready to hire women for top executive positions
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Many businesses are not ready to hire women for top executive positions
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2B_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women in business face gender discrimination
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women in business face gender discrimination
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2C_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Family responsibilities make it harder for women to move up in business
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Family responsibilities make it harder for women to move up in business
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2D_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't tough enough for business
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't tough enough for business
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2F_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't make as good managers as men
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't make as good managers as men
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2G_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are held to higher standards than men
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are held to higher standards than men
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2H_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have to more to prove themselves than men
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have to more to prove themselves than men
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2I_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Not as many women are interested in top executive business positions
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Not as many women are interested in top executive business positions
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2J_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2K_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't do as good of a job selling their accomplishments
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't do as good of a job selling their accomplishments
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2L_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't have access to the same kinds of personal networks and connections that men have
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women don't have access to the same kinds of personal networks and connections that men have
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2M_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have fewer opportunities to interact with people in senior positions outside of work
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have fewer opportunities to interact with people in senior positions outside of work
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2N_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are less likely than men to ask for promotions and raises
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women are less likely than men to ask for promotions and raises
A. Not a reason
B. Minor reason
C. Major reason"
WHYNOTBIZF2O_W36,3,"For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Sexual harassment creates an environment that makes it harder for women to succeed in business
A. Major reason
B. Minor reason
C. Not a reason","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Sexual harassment creates an environment that makes it harder for women to succeed in business
A. Not a reason
B. Minor reason
C. Major reason"
HIGHEDWRNGA_W36,3,"For tuition costs are too high, please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction.
A. Major reason
B. Minor reason
C. Not a reason","For tuition costs are too high, please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction.
A. Not a reason
B. Minor reason
C. Major reason"
HIGHEDWRNGB_W36,3,"Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Professors are bringing their political and social views into the classroom
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Professors are bringing their political and social views into the classroom
A. Not a reason
B. Minor reason
C. Major reason"
HIGHEDWRNGC_W36,3,"Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Colleges and universities are too concerned about protecting students from views they might find offensive
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Colleges and universities are too concerned about protecting students from views they might find offensive
A. Not a reason
B. Minor reason
C. Major reason"
HIGHEDWRNGD_W36,3,"Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Students are not getting the skills they need to succeed in the workplace
A. Major reason
B. Minor reason
C. Not a reason","Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Students are not getting the skills they need to succeed in the workplace
A. Not a reason
B. Minor reason
C. Major reason"
MOREWMN1F2_W36,3,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is
A. A good thing
B. A bad thing
C. Neither a good thing nor a bad thing","As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is
A. Neither a good thing nor a bad thing
B. A bad thing
C. A good thing"
MOREWMN2F2_W36,3,"If there were more women in the U.S. Congress, do you think Congress would
A. Do a better job of dealing with the country's problems
B. Do a worse job of dealing with the country's problems
C. The number of women in Congress doesn't have much to with this","If there were more women in the U.S. Congress, do you think Congress would
A. The number of women in Congress doesn't have much to with this
B. Do a worse job of dealing with the country's problems
C. Do a better job of dealing with the country's problems"
MOREWMN3F2_W36,3,"If there were more women in the U.S. Congress, do you think there would be
A. more openness and transparency in government
B. less openness and transparency in government
C. The number of women in Congress doesn't have much to with this","If there were more women in the U.S. Congress, do you think there would be
A. The number of women in Congress doesn't have much to with this
B. less openness and transparency in government
C. more openness and transparency in government"
MOREWMN4F2_W36,3,"If there were more women in the U.S. Congress, do you think
A. The tone of political debate in Washington would be more respectful
B. The tone of political debate in Washington would be less respectful
C. The number of women in Congress doesn't have much to with this","If there were more women in the U.S. Congress, do you think
A. The number of women in Congress doesn't have much to with this
B. The tone of political debate in Washington would be less respectful
C. The tone of political debate in Washington would be more respectful"
FUD24_W34,3,"Do you think organic fruits and vegetables are generally
A. Better for one's health than conventionally grown foods
B. Worse for one's health than conventionally grown foods
C. Neither better nor worse for one's health than conventionally grown foods","Do you think organic fruits and vegetables are generally
A. Neither better nor worse for one's health than conventionally grown foods
B. Worse for one's health than conventionally grown foods
C. Better for one's health than conventionally grown foods"
FUD32_W34,3,"Genetically modified foods come from a technique that adds genes from other organisms to change that food's genetic characteristics. How much, if anything, have you heard or read about foods with genetically modified ingredients?
A. A lot
B. A little
C. Nothing at all","Genetically modified foods come from a technique that adds genes from other organisms to change that food's genetic characteristics. How much, if anything, have you heard or read about foods with genetically modified ingredients?
A. Nothing at all
B. A little
C. A lot"
FUD33A_W34,4,"Do you think foods with genetically modified ingredients are generally
A. Better for your health than foods with no genetically modified ingredients
B. Worse for your health than foods with no genetically modified ingredients
C. Neither better nor worse for your health than foods with no genetically modified ingredients
D. Not sure","Do you think foods with genetically modified ingredients are generally
A. Not sure
B. Neither better nor worse for your health than foods with no genetically modified ingredients
C. Worse for your health than foods with no genetically modified ingredients
D. Better for your health than foods with no genetically modified ingredients"
FUD33B_W34,3,"Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally
A. Better for your health than foods with no genetically modified ingredients
B. Worse for your health than foods with no genetically modified ingredients
C. Neither better nor worse for your health than foods with no genetically modified ingredients","Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally
A. Neither better nor worse for your health than foods with no genetically modified ingredients
B. Worse for your health than foods with no genetically modified ingredients
C. Better for your health than foods with no genetically modified ingredients"
MED2A_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? Healthcare providers are too quick to order tests and procedures that may not be necessary
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? Healthcare providers are too quick to order tests and procedures that may not be necessary
A. Not a problem
B. A small problem
C. A big problem"
MED2B_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? People rely too much on prescription medicines that may not be necessary
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? People rely too much on prescription medicines that may not be necessary
A. Not a problem
B. A small problem
C. A big problem"
MED2C_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? New treatments are made available before we fully understand how they affect people's health
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? New treatments are made available before we fully understand how they affect people's health
A. Not a problem
B. A small problem
C. A big problem"
MED2D_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? The cost of treatments makes quality medical care unaffordable
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? The cost of treatments makes quality medical care unaffordable
A. Not a problem
B. A small problem
C. A big problem"
MED2E_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? New treatments are so complex that patients cannot make informed decisions
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? New treatments are so complex that patients cannot make informed decisions
A. Not a problem
B. A small problem
C. A big problem"
MED2F_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? Side effects from prescription medicines create as many problems as the medicines solve
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? Side effects from prescription medicines create as many problems as the medicines solve
A. Not a problem
B. A small problem
C. A big problem"
MED2G_W34,3,"Thinking about medical treatments these days, how much of a problem, if at all, are the following? The process for evaluating the safety and effectiveness of new medical treatments is too slow
A. A big problem
B. A small problem
C. Not a problem","Thinking about medical treatments these days, how much of a problem, if at all, are the following? The process for evaluating the safety and effectiveness of new medical treatments is too slow
A. Not a problem
B. A small problem
C. A big problem"
MED3_W34,3,"How much, if anything, have you heard or read about gene editing that can be used to change a baby's genetic characteristics?
A. A lot
B. A little
C. Nothing at all","How much, if anything, have you heard or read about gene editing that can be used to change a baby's genetic characteristics?
A. Nothing at all
B. A little
C. A lot"
WORK3A_W27,3,"What impact have the following technologies had on you and your job or career? Industrial robots
A. Positive impact
B. Negative impact
C. No impact either way","What impact have the following technologies had on you and your job or career? Industrial robots
A. No impact either way
B. Negative impact
C. Positive impact"
WORK3B_W27,3,"What impact have the following technologies had on you and your job or career? Word processing or spreadsheet software
A. Positive impact
B. Negative impact
C. No impact either way","What impact have the following technologies had on you and your job or career? Word processing or spreadsheet software
A. No impact either way
B. Negative impact
C. Positive impact"
WORK3C_W27,3,"What impact have the following technologies had on you and your job or career? Email or social media
A. Positive impact
B. Negative impact
C. No impact either way","What impact have the following technologies had on you and your job or career? Email or social media
A. No impact either way
B. Negative impact
C. Positive impact"
WORK3D_W27,3,"What impact have the following technologies had on you and your job or career? Software that manages your daily work schedule or routine
A. Positive impact
B. Negative impact
C. No impact either way","What impact have the following technologies had on you and your job or career? Software that manages your daily work schedule or routine
A. No impact either way
B. Negative impact
C. Positive impact"
WORK3E_W27,3,"What impact have the following technologies had on you and your job or career? Smartphones
A. Positive impact
B. Negative impact
C. No impact either way","What impact have the following technologies had on you and your job or career? Smartphones
A. No impact either way
B. Negative impact
C. Positive impact"
WORK3F_W27,3,"What impact have the following technologies had on you and your job or career? Technologies that help customers serve themselves on their own
A. Positive impact
B. Negative impact
C. No impact either way","What impact have the following technologies had on you and your job or career? Technologies that help customers serve themselves on their own
A. No impact either way
B. Negative impact
C. Positive impact"
