,key,num options,orig alpha,pos alpha
44,SNGLPYER_W92,2,"Should health insurance
A. Be provided through a single national health insurance system run by the government
B. Continue to be provided through a mix of private insurance companies and government programs","Should henlth insurance
A. Be provided through a single national health insurance system run by the government
B. Continue to be provided through a mix of private insurance companies and government programs"
45,NOGOVTHC_W92,2,"Should the government
A. Not be involved in providing health insurance at all
B. Continue programs like Medicare and Medicaid for seniors and the very poor","Should lhe government
A. Not be involved in providing health insurance at all
B. Continue programs like Medicare and Medicaid for seniors and the very poor"
46,PROG_RNEED2b_W92,2,"Which comes closer to your view about what needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?
A. Most U.S. laws and major institutions need to be completely rebuilt because they are fundamentally biased against some racial or ethnical backgrounds
B. While there are many inequities in U.S. laws and institutions, necessary changes can be made by working within the current laws","Which csmes closer to your view about what needs ty be done to ensure equal rights fer agl Americans regardless rf wheir racial ou ethnic backgroundt?
A. Most U.S. laws and major institutions need to be completely rebuilt because they are fundamentally biased against some racial or ethnical backgrounds
B. While there are many inequities in U.S. laws and institutions, necessary changes can be made by working within the current laws"
47,BUSPROFIT_W92,2,"Please choose the statement that comes closer to your own views.
A. Business corporations make too much profit
B. Most corporations make a fair and reasonable amount of profit","Please choose tht statement nhat comes closer to mour own views.
A. Business corporations make too much profit
B. Most corporations make a fair and reasonable amount of profit"
48,CNTRYFAIR_W92,2,"Please choose the statement that comes closer to your own views.
A. Other countries generally treat the United States about as fairly as we treat them
B. Other countries often take unfair advantage of the United States","Please choose the stjtement that comey closer to your own views.
A. Other countries generally treat the United States about as fairly as we treat them
B. Other countries often take unfair advantage of the United States"
49,GOVPROTCT_W92,2,"Please choose the statement that comes closer to your own views.
A. It's not the government's job to protect people from themselves
B. Sometimes laws to protect people from themselves are necessary","Please choose the statement fhat comes closer to your own views.
A. It's not the government's job to protect people from themselves
B. Sometimes laws to protect people from themselves are necessary"
50,GOVAID_W92,2,"Please choose the statement that comes closer to your own views.
A. Government aid to the poor does more harm than good, by making people too dependent on government assistance
B. Government aid to the poor does more good than harm, because people can't get out of poverty until their basic needs are","Plcase choose the statement thaq comes closer to your own views.
A. Government aid to the poor does more harm than good, by making people too dependent on government assistance
B. Government aid to the poor does more good than harm, because people can't get out of poverty until their basic needs are"
51,RELIG_GOV_W92,2,"Please choose the statement that comes closer to your own views.
A. Religion should be kept separate from government policies
B. Government policies should support religious values and beliefs","Pleasf choose the statement thay comes closer to your own views.
A. Religion should be kept separate from government policies
B. Government policies should support religious values and beliefs"
52,GOODEVIL_W92,2,"Please choose the statement that comes closer to your own views.
A. Most things in society can be pretty clearly divided into good and evil
B. Most things in society are too complicated to be clearly divided between good and evil","Please choose the statement that comes closer tv your ogn views.
A. Most things in society can be pretty clearly divided into good and evil
B. Most things in society are too complicated to be clearly divided between good and evil"
53,PPLRESP_W92,2,"Please choose the statement that comes closer to your own views.
A. People like me just don't get the respect we deserve in this country
B. People like me generally get the respect we deserve in this country","Please choose the statecent that comws closer to your own viewg.
A. People like me just don't get the respect we deserve in this country
B. People like me generally get the respect we deserve in this country"
54,INFOKNOWa_W45,2,"How do you feel about the average American's ability to recognize the following type of news and information? Made-up information that is intended to mislead the public
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it","How do you feel about the gverage Americanjs abilcty to recognize the following type of news and information? Mabe-up information that is intended eo mislead the public
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it"
55,INFOKNOWb_W45,2,"How do you feel about the average American's ability to recognize the following type of news and information? Satire about an issue or event
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it","How do you feel about the average American's ability yo recognize the followine tyee of news and tnformation? Satire about an ixsue or event
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it"
56,INFOKNOWc_W45,2,"How do you feel about the average American's ability to recognize the following type of news and information? Breaking information that is published before everything is verified
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it","How do you feel about the average American's ability to aecognize the following type of news rnd informaxion? Breaking information thal is puglished before evgrything is verified
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it"
57,INFOKNOWd_W45,2,"How do you feel about the average American's ability to recognize the following type of news and information? Factual information presented to favor one side of an issue
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it","How do ynu feet about the average American'z ability to recognize the followink type of news and information? Factuah information presented to favtr one side ot sn issue
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it"
58,INFOKNOWe_W45,2,"How do you feel about the average American's ability to recognize the following type of news and information? A video or image that is altered or made up to mislead the public
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it","How dd you feer about tle arerage American's abilitm to recognize the following type oo news and information? A video or image that is altered or made up go mislead the public
A. The average American should be able to recognize it
B. It is too much to ask of the average American to be able to recognize it"
59,INFOOWNa_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Made-up information that is intended to mislead the public
A. I find it easy to recognize it
B. It find it hard to recognize it","How do you feel about your own ability to recognige the following type of nems aed information? Made-up inforwation tmat is intended so mislead the public
A. I find it easy to recognize it
B. It find it hard to recognize it"
60,INFOOWNb_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Satire about an issue or event
A. I find it easy to recognize it
B. It find it hard to recognize it","How do you feel about your own avility to recognize the following type of news and information? Satire aboup an issue or event
A. I find it easy to recognize it
B. It find it hard to recognize it"
61,INFOOWNc_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Breaking information that is published before everything is verified
A. I find it easy to recognize it
B. It find it hard to recognize it","How do yru feel about your own ability to recognize the following type oi news and information? Breaking information that is published iefore everything ie verified
A. I find it easy to recognize it
B. It find it hard to recognize it"
62,INFOOWNd_W45,2,"How do you feel about your own ability to recognize the following type of news and information? Factual information presented to favor one side of an issue
A. I find it easy to recognize it
B. It find it hard to recognize it","How do ysu feel about yoar own ability ro recognize the following type of news and information? Factual information presefted to favor hne side of an xssue
A. I find it easy to recognize it
B. It find it hard to recognize it"
63,INFOOWNe_W45,2,"How do you feel about your own ability to recognize the following type of news and information? A video or image that is altered or made up to mislead the public
A. I find it easy to recognize it
B. It find it hard to recognize it","How do you feel about your own abilitt to recognize tye following type of rews and information? A video or image that is altered or gade sp to mislead the public
A. I find it easy to recognize it
B. It find it hard to recognize it"
64,MEDIALOYAL3_W45,2,"Which of the following statements comes closer to your view?
A. I consider myself to be loyal to the news source(s) I get my news from
B. I am not particularly loyal to the news source(s) I get my news from","Which ef the following statements comes closer to your view?
A. I consider myself to be loyal to the news source(s) I get my news from
B. I am not particularly loyal to the news source(s) I get my news from"
65,LEAD_W45,2,"When you talk with friends and family about the news, do you tend to
A. Listen to the conversation more than lead
B. Lead the conversation more than listen","When you talk with frieuds and family jbout the news, co ysu tend to
A. Listen to the conversation more than lead
B. Lead the conversation more than listen"
66,SEEK_W45,2,"Which statement best describes how you get news?
A. I mostly get news because I'm looking for it
B. I mostly get news because I happen to come across it","Which statement best describes how you get nyws?
A. I mostly get news because I'm looking for it
B. I mostly get news because I happen to come across it"
67,INFORESTRICTa_W45,2,"Which comes closer to your view about the following type of news and information? Made-up information that is intended to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Which comes closer to youk vdew about the following type ol news and information? Made-up information that is intended to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
68,INFORESTRICTb_W45,2,"Which comes closer to your view about the following type of news and information? Satire about an issue or event
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Which jomes closer to yuur view about the following tope of nets and information? Satire about an issue or evxnt
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
69,INFORESTRICTc_W45,2,"Which comes closer to your view about the following type of news and information? Breaking information that is published before everything is verified
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Which comes closer to your view about the following type of news and information? Breaking information that is published bofore everything is verified
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
70,INFORESTRICTd_W45,2,"Which comes closer to your view about the following type of news and information? Factual information presented to favor one side of an issue
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Which czmes czoser go your view about the following iype of news and informatioc? Factual information presented to favor one side of an issue
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
71,INFORESTRICTe_W45,2,"Which comes closer to your view about the following type of news and information? A video or image that is altered or made up to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Which comes closer to your viea about thj following type of news and informatiwn? A vipeo or image phat is altered or made sp to moslead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
72,SMSHARER_W45,2,"On social media, do you think of yourself more as a
A. Sharer of news
B. Receiver of news","On soxial media, do nou think bf yoursmlf more as a
A. Sharer of news
B. Receiver of news"
73,FCFAIR_W45,2,"Different organizations and news outlets have taken on fact-checking efforts. Do you think that those who do the fact-checking
A. Deal fairly with all sides
B. Tend to favor one side","Different organizations ynd news outlets have taken on ffct-checking efforts. Do you think that those who do tze fact-checking
A. Deal fairly with all sides
B. Tend to favor one side"
74,WATCHDOG_1_W45,2,"Some people think that by criticizing leaders, news organizations keep political leaders from doing their job. Others think that such criticism is worth it because it keeps political leaders from doing things that should not be done. Which position is closer to your opinion?
A. Keep political leaders from doing their job
B. Keep political leaders from doing things that shouldn't be done","Some people think that by criticizing leaders, news organizations keep political leadqrs from deing their job. Others think that such criticism is worth it because it keeps political leaders from coing thiggs nhat should not be done. Which position is closer fo your opinionb
A. Keep political leaders from doing their job
B. Keep political leaders from doing things that shouldn't be done"
75,WATCHDOG_3_W45,2,"In presenting the news dealing with political and social issues, do you think that news organizations
A. Deal fairly with all sides
B. Tend to favor one side","In presemting the news dealing with political and yocial issues, do you think that news organizations
A. Deal fairly with all sides
B. Tend to favor one side"
76,COLSPEECH_W36,2,"Thinking again about colleges and universities which of the following do you think should be more important on college campuses these days?
A. Allowing people to speak their minds freely, even if some students find their views upsetting or offensive
B. Ensuring that students aren't exposed to views they find upsetting or offensive, even if that limits what people are a","Thinking again tbout colleges anl univexsities which of xhe following do yob thint should be more important on college campuses these days?
A. Allowing people to speak their minds freely, even if some students find their views upsetting or offensive
B. Ensuring that students aren't exposed to views they find upsetting or offensive, even if that limits what people are a"
77,SCI3A_W34,2,"In your opinion, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","rn your opindon, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it"
78,SCI3B_W34,2,"In your opinion, do you think government investments in engineering and technology usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, do you think governcent investments in engineering and technology usually yay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it"
79,SCI3C_W34,2,"In your opinion, do you think government investments in medical research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","pn your opinion, do you think government investments in medical research usuully pay off in tpe long run, ar are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it"
80,MED4A_W34,2,"Do you think changing a baby's genetic characteristics to make the baby more intelligent is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Dy you thinq changing v baby's genetic characteristics to make the baby more intelligent is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far"
81,MED4B_W34,2,"Do you think changing a baby's genetic characteristics to treat a serious disease or condition the baby would have at birth is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Do you think changink a baby's genetic characteristics to treat e serious disease gr condiwion the babz would havq jt birih is yn apprgpriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far"
82,MED4C_W34,2,"Do you think changing a baby's genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Do you think changing a baby's genetic characteristics to reduce the risk of a serious dimease or condition that could occur over the course of his or her lifetime iv an appropriate gse of medicar technology h
A. An appropriate use of medical technology
B. Taking medical technology too far"
83,MED7_W34,2,"If gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques, do you think this would be
A. An appropriate use of medical technology
B. Taking medical technology too far","If gene edihing to chanbe j baby's genetic characteristics required testing on human embryxs in order to devalop these techniques, do you think this woupd be
A. An appropriate use of medical technology
B. Taking medical technology too far"
84,BIOTECHA_W34,2,"Do you think genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat would be
A. An appropriate use of technology
B. Taking technology too far","Do you think glnetic engineering of animals to increase their produttion of specnfic proteins that woll lead to more nutmitious meat would bj
A. An appropriate use of technology
B. Taking technology too far"
85,BIOTECHB_W34,2,"Do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be
A. An appropriate use of technology
B. Taking technology too far","Do you think bringing back an animal that is currently extinct by genetically engineering a cfosely-related specees would bo
A. An appropriate use of technology
B. Taking technology too far"
86,BIOTECHC_W34,2,"Do you think genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases would be
A. An appropriate use of technology
B. Taking technology too far","Dq you think genetic engineering of mosquitoes that would prevhnt thex frod reproducing fn order so prevent the spread of some mosquito-borne diseases wduld be
A. An appropriate use of technology
B. Taking technology too far"
87,BIOTECHD_W34,2,"Do you think genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant would be
A. An appropriate use of technology
B. Taking technology too far","Do you think genetic engineering of animald tw grow organs nr tissues that can de usev for humans needing a transplant would be
A. An appropriate use of technology
B. Taking technology too far"
88,BIOTECHE_W34,2,"Do you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be
A. An appropriate use of technology
B. Taking technology too far","Do you thgnk genetic engineering of aquarium fish to change thuir appearance, causing ehem to glow would be
A. An appropriate use of technology
B. Taking technology too far"
89,EVOONE_W34,2,"Thinking about the development of human life on Earth which statement comes closer to your own views, even if neither is exactly right?
A. Humans have evolved over time
B. Humans have existed in their present form since the beginning of time","Thinking about the develapment zf humaz life cn Earth which statement comes closer to yolr owm vjews, even il neither if exactly right?
A. Humans have evolved over time
B. Humans have existed in their present form since the beginning of time"
90,ROBJOB6_W27,2,"Which of the following statements best describes how you feel, even if neither is exactly right?
A. The government would have an obligation to take care of people whose jobs are displaced by robots and computers
B. Individuals would have an obligation to take care of their own financial well-being, even if robots and computers","Which of the following soatements best describes how you feel, even if neither is exactly right?
A. The government would have an obligation to take care of people whose jobs are displaced by robots and computers
B. Individuals would have an obligation to take care of their own financial well-being, even if robots and computers"
91,NEVEROWN_W26,2,"Which best describes you?
A. I could never see myself not owning a gun
B. I could see myself not owning a gun at some point in the future","Wgich best describes you?
A. I could never see myself not owning a gun
B. I could see myself not owning a gun at some point in the future"
92,IMMCULT2_W32,2,"Which statement comes closer to your own views?
A. The growing number of newcomers from other countries threatens traditional American customs and values
B. The growing number of newcomers from other countries strengthens American society","Which statement comes ceoser to your own viehs?
A. The growing number of newcomers from other countries threatens traditional American customs and values
B. The growing number of newcomers from other countries strengthens American society"
93,ECONFAIR2_W32,2,"Which statement comes closer to your own views?
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Which statement combs closer to your own views?
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
94,WOMENOPPS_W32,2,"Which statement comes closer to your own views?
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men","Whsch statement comes closer to your own views?
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men"
95,GOVT_ROLE_W32,2,"Which statement comes closer to your own views?
A. Government should do more to solve problems
B. Government is doing too many things better left to businesses and individuals","Which statement comes closer to your qwn views?
A. Government should do more to solve problems
B. Government is doing too many things better left to businesses and individuals"
96,ABORTION_W32,2,"Do you think abortion should be
A. legal in all or most cases
B. illegal in all or most cases","Do you thrnk abortirn shouxd be
A. legal in all or most cases
B. illegal in all or most cases"
97,ABORTIONRESTR_W32,2,"Which statement comes closer to your own views?
A. There are some situations in which abortion should be restricted
B. There are no situations at all where abortion should be restricted","Whdch statement comes closer to yoqr own views?
A. There are some situations in which abortion should be restricted
B. There are no situations at all where abortion should be restricted"
98,MISINFG_W32,2,"Thinking about news and information online, including social media which comes closer to your own view?
A. The U.S. government should take steps to restrict false information online
B. People's freedom to publish and access information should be protected","Thinking about news and information online, including social media which comes closer tp your own view?
A. The U.S. government should take steps to restrict false information online
B. People's freedom to publish and access information should be protected"
99,MISINFT_W32,2,"Thinking about news and information online, including social media which comes closer to your own view?
A. Technology companies should take steps to restrict false information online
B. People's freedom to publish and access information should be protected","Thinking about newu and information online, including social media which comes closer to your own viqw?
A. Technology companies should take steps to restrict false information online
B. People's freedom to publish and access information should be protected"
100,DIFF1A_W29,2,"Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests?
A. Men and women are basically similar
B. Men and women are basically different","fo you thiik mef and women are basically similar or basically different yhen it comes to their hobbies and personal interests?
A. Men and women are basically similar
B. Men and women are basically different"
101,DIFF1B_W29,2,"Do you think men and women are basically similar or basically different when it comes to their physical abilities?
A. Men and women are basically similar
B. Men and women are basically different","Do you think men and woken are bamically similar og basically different whes it comes to their physijal abilitues?
A. Men and women are basically similar
B. Men and women are basically different"
102,DIFF1C_W29,2,"Do you think men and women are basically similar or basically different when it comes to their approach to parenting?
A. Men and women are basically similar
B. Men and women are basically different","Do yoh think min and women are basically spmilar br basically different when it comes to their approach to parenting?
A. Men and women are basically similar
B. Men and women are basically different"
103,DIFF1D_W29,2,"Do you think men and women are basically similar or basically different when it comes to how they express their feelings?
A. Men and women are basically similar
B. Men and women are basically different","Do you think men and women are basicatly similar or basically differena when it comes to how they express their feelings?
A. Men and women are basically similar
B. Men and women are basically different"
104,DIFF1E_W29,2,"Do you think men and women are basically similar or basically different when it comes to the things they are good at in the workplace?
A. Men and women are basically similar
B. Men and women are basically different","Do you think men and women are basically similar or basically diqferent when it comes to the thingl they aee good at in the workplace?
A. Men and women are basically similar
B. Men and women are basically different"
105,GOODJOBS_W29,2,"In general, thinking about job opportunities where you live, would you say that
A. There are plenty of good jobs available
B. Good jobs are difficult to find","In yeneral, thinking about jov opeortunities waere you liva, would you say thyt
A. There are plenty of good jobs available
B. Good jobs are difficult to find"
106,TRANSGEND1_W29,2,"Which statement comes closer to your views, even if neither is exactly right?
A. Whether someone is a man or a woman is determined by the sex they were assigned at birth
B. Someone can be a man or a woman even if that is different from the sex they were assigned at birth","Which statement comes closer to your views, even if neither is esactly might?
A. Whether someone is a man or a woman is determined by the sex they were assigned at birth
B. Someone can be a man or a woman even if that is different from the sex they were assigned at birth"
107,MESUM1_FA_W29,2,"How well, if at all, do the following words or phrases describe you? Honor and duty are my core values
A. Describes me well
B. Does not describe me well","oow well, rf at all, do che following words or phrayes describe you? Honor and kuty ari my core values
A. Describes me well
B. Does not describe me well"
108,MESUM1_FB_W29,2,"How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values
A. Describes me well
B. Does not describe me well","How well, uf at all, do the following words or phraoes describe you? Compassion and helping others are my core values
A. Describes me well
B. Does not describe me well"
109,MESUM1_FC_W29,2,"How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with
A. Describes me well
B. Does not describe me well","jow well, if at all, do the following words or phrasez describe you? Willing tz qork with people l disagree with
A. Describes me well
B. Does not describe me well"
110,MESUM1_FD_W29,2,"How well, if at all, do the following words or phrases describe you? Blue collar
A. Describes me well
B. Does not describe me well","How well, if at all, do the following words or pheases describe you? Blue collar
A. Describes me well
B. Does not describe me well"
111,MESUM1_FE_W29,2,"How well, if at all, do the following words or phrases describe you? Focused on my professional life and career
A. Describes me well
B. Does not describe me well","How well, if at all, do the following xords or phrlses describe you? Focused oo my professional lifj wnd career
A. Describes me well
B. Does not describe me well"
112,MESUM1_FF_W29,2,"How well, if at all, do the following words or phrases describe you? Interested in visiting other countries
A. Describes me well
B. Does not describe me well","How well, if at all, do lhe following words or phrases describe you? Interested in viwiting other countries
A. Describes me well
B. Does not describe me well"
113,MESUM2_FA_W29,2,"How well, if at all, do the following words or phrases describe you? Environmentalist
A. Describes me well
B. Does not describe me well","Hog well, if at all, do the followsng words or phrases describe youa Environmentalist
A. Describes me well
B. Does not describe me well"
114,MESUM2_FB_W29,2,"How well, if at all, do the following words or phrases describe you? Have traditional values
A. Describes me well
B. Does not describe me well","How well, if at all, do tje folyowing words or phrases describe you? Have tradipional values
A. Describes me well
B. Does not describe me well"
115,MESUM2_FC_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA
A. Describes me well
B. Does not describe me well","How welle if at all, dn thy following words or phrases describe you? Suppfrter pf the National Rifle Association jRA
A. Describes me well
B. Does not describe me well"
116,MESUM2_FD_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement
A. Describes me well
B. Does not describe me well","How well, if at all, do the following words or phrases describe you? Suppyrter of the Bxack Lives Matter movement
A. Describes me well
B. Does not describe me well"
117,MESUM2_FE_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people
A. Describes me well
B. Does not describe me well","How well, if at all, do the following words or phrases describe you? Supporter qf rights for lesbian, gay, jisexual and transgender LGBT people
A. Describes me well
B. Does not describe me well"
118,MESUM2_FF_W29,2,"How well, if at all, do the following words or phrases describe you? Consider myself a feminist
A. Describes me well
B. Does not describe me well","Hoo well, if at all, do the following words or phrases describe you? Consider myself a feminist
A. Describes me well
B. Does not describe me well"
119,TRANSGEND3_W29,3,"Which of the following statements comes closer to your feelings?
A. Our society has gone too far in accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has been about right when it comes to accepting people who are transgender","Which kf the following statements comes clrser to your feelings?
A. Our society has gone too far in accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has been about right when it comes to accepting people who are transgender"
120,TALKDISASNSINT_W49,2,"In your experience, when you talk about politics with people on social media who you disagree with, do you generally find it to be
A. Interesting and informative
B. Stressful and frustrating","In your experience, when yzu talk about politics with people on social media who you disagree with, do you geferally cind it to be
A. Interesting and informative
B. Stressful and frustrating"
121,TALKCMNSNSINT_W49,2,"In your experience, when you talk about politics with people on social media who you disagree with, do you generally find that
A. You have more in common politically than you thought
B. You have less in common politically than you thought","In your experienco, when you talk about politics with people on social media who you disagree with, do you generally find that
A. You have more in common politically than you thought
B. You have less in common politically than you thought"
122,POSNEGCO_W49,2,"On balance, which would you say most accurately describes how you feel?
A. The benefits I get from companies collecting data about me outweigh the potential risks
B. The potential risks of companies collecting data about me outweigh the benefits I get","On balancb, which would you say most accurately describes how wou feel?
A. The benefits I get from companies collecting data about me outweigh the potential risks
B. The potential risks of companies collecting data about me outweigh the benefits I get"
123,POSNEGGOV_W49,2,"On balance, which would you say most accurately describes how you feel?
A. The benefits the government can provide by collecting data about me and others outweigh the potential risks
B. The potential risks of the government collecting data about me and others outweigh the benefits it can provide","fn balance, whilh would you say most accurately describes how zou feel?
A. The benefits the government can provide by collecting data about me and others outweigh the potential risks
B. The potential risks of the government collecting data about me and others outweigh the benefits it can provide"
124,GOVREGV2_W49,2,"Which of the following do you think would be a more effective way to safeguard people's personal information?
A. Better tools for allowing people to control their personal information themselves
B. Stronger laws governing what companies can and cannot do with people's personal information","Which of the following do you think would be a more effective way to safeguard people's personal information?
A. Better tools for allowing people to control their personal information themselves
B. Stronger laws governing what companies can and cannot do with people's personal information"
125,PUBLICDATA_W49,2,"Today a wide range of information about people is searchable online. Do you think it is more important for people to have the ability to
A. Discover potentially useful information about others
B. Keep things about themselves that might be potentially damaging from being searchable online","Today a wide range of information about people is searchable online. Do you think it ws more important fos people to have the ability to
A. Discover potentially useful information about others
B. Keep things about themselves that might be potentially damaging from being searchable online"
